filename; category; exact % value
ALCP094.COB ; Cat1; 0.2389
DABU007.COB ; Cat1; 0.2389
OFCVB11.COB ; Cat1; 0.239
PRCU015.COB ; Cat1; 0.2392
ALCU081.COB ; Cat1; 0.2393
NOAP775.COB ; Cat1; 0.2393
OFCVB09.COB ; Cat1; 0.2393
HSPB035.COB ; Cat1; 0.2395
RTCC010.COB ; Cat1; 0.2395
NOAU018.COB ; Cat1; 0.2398
LADB300.COB ; Cat1; 0.2399
NOAVN94.COB ; Cat1; 0.2399
PRCC021.COB ; Cat1; 0.2399
OFCVD09.COB ; Cat1; 0.24
RTRVS02.COB ; Cat1; 0.24
SETP030.COB ; Cat1; 0.2401
SOPP710.COB ; Cat1; 0.2401
NOAVN51.COB ; Cat1; 0.2402
NOAVN80.COB ; Cat1; 0.2402
NOAP754.COB ; Cat1; 0.2405
NOAU461.COB ; Cat1; 0.2405
NOAVN90.COB ; Cat1; 0.2405
NOAB218.COB ; Cat1; 0.2406
SEFB300.COB ; Cat1; 0.2408
NOAVE04.COB ; Cat1; 0.2409
NOAP198.COB ; Cat1; 0.2412
NOAVN05.COB ; Cat1; 0.2412
OFCVB04.COB ; Cat1; 0.2412
RTCP268.COB ; Cat1; 0.2412
HSPP017.COB ; Cat1; 0.2414
OFCVC10.COB ; Cat1; 0.2414
ALCB025.COB ; Cat1; 0.2415
NOAVH33.COB ; Cat1; 0.2415
RTCP273.COB ; Cat1; 0.2415
PRCC001.COB ; Cat1; 0.2417
SEFB400.COB ; Cat1; 0.2417
SETB018.COB ; Cat1; 0.2417
NOAU558.COB ; Cat1; 0.2418
NOAVH09.COB ; Cat1; 0.2418
AMPP505.COB ; Cat1; 0.2419
NOAP884.COB ; Cat1; 0.2419
PRCU013.COB ; Cat1; 0.2419
NOAU565.COB ; Cat1; 0.2422
NOAB506.COB ; Cat1; 0.2425
NOAVN49.COB ; Cat1; 0.2426
OFCP036.COB ; Cat1; 0.2426
SAEP022.COB ; Cat1; 0.2426
SEFP520.COB ; Cat1; 0.2426
CAPP028.COB ; Cat1; 0.2429
OFCVC09.COB ; Cat1; 0.243
NOAU507.COB ; Cat1; 0.2431
NOAVH10.COB ; Cat1; 0.2431
OFCVB03.COB ; Cat1; 0.2432
OFCP333.COB ; Cat1; 0.2435
SOPP705.COB ; Cat1; 0.2437
PRCC003.COB ; Cat1; 0.2439
SETB004.COB ; Cat1; 0.2439
HSPB029.COB ; Cat1; 0.244
NOAVN84.COB ; Cat1; 0.244
NOAU425.COB ; Cat1; 0.2442
RTCB355.COB ; Cat1; 0.2442
OFCVD08.COB ; Cat1; 0.2443
SETP325.COB ; Cat1; 0.2443
PRCC027.COB ; Cat1; 0.2444
NOAVH29.COB ; Cat1; 0.2446
OFCVD05.COB ; Cat1; 0.2446
PRCB846.COB ; Cat1; 0.2446
SEFB401.COB ; Cat1; 0.2446
LADP500.COB ; Cat1; 0.2447
SETP310.COB ; Cat1; 0.2449
NOAP585.COB ; Cat1; 0.2452
OFCB982.COB ; Cat1; 0.2453
OFCVC19.COB ; Cat1; 0.2454
ALCC070.COB ; Cat1; 0.2456
CVDP104.COB ; Cat1; 0.2458
OFCB029.COB ; Cat1; 0.2458
OFCU017.COB ; Cat1; 0.2458
NOAB211.COB ; Cat1; 0.2461
RTCC032.COB ; Cat1; 0.2462
NOAP772.COB ; Cat1; 0.2463
NOAVH41.COB ; Cat1; 0.2464
NOAU560.COB ; Cat1; 0.2465
OFCB397.COB ; Cat1; 0.2465
SFRU004.COB ; Cat1; 0.2465
SAEU004.COB ; Cat1; 0.2466
NOAVN86.COB ; Cat1; 0.2467
RTCB725.COB ; Cat1; 0.2467
ALCP707.COB ; Cat1; 0.2468
RTCB729.COB ; Cat1; 0.2468
ALCP680.COB ; Cat1; 0.247
NOAVH17.COB ; Cat1; 0.2471
RTCB708.COB ; Cat1; 0.2472
CVDC007.COB ; Cat1; 0.2473
RTCB395.COB ; Cat1; 0.2474
RTCU712.COB ; Cat1; 0.2474
NOAVN62.COB ; Cat1; 0.2475
OFCP332.COB ; Cat1; 0.2476
NOAU546.COB ; Cat1; 0.2477
PRCC012.COB ; Cat1; 0.2478
NOAP146.COB ; Cat1; 0.2479
ALCP689.COB ; Cat1; 0.248
PRCB350.COB ; Cat1; 0.2481
SAEVB07.COB ; Cat1; 0.2481
PRCB015.COB ; Cat1; 0.2483
OFCB750.COB ; Cat1; 0.2485
RTCB728.COB ; Cat1; 0.2485
RTCB749.COB ; Cat1; 0.2485
NOAVN60.COB ; Cat1; 0.2487
SFRP412.COB ; Cat1; 0.2488
NOAU044.COB ; Cat1; 0.2489
NOAB862.COB ; Cat1; 0.2491
PRCC033.COB ; Cat1; 0.2491
SFRP685.COB ; Cat1; 0.2494
RTCP741.COB ; Cat1; 0.2495
SFRP682.COB ; Cat1; 0.2497
ALCVD42.COB ; Cat1; 0.2498
DABVA95.COB ; Cat1; 0.25
ALCB328.COB ; Cat1; 0.2503
PRCB060.COB ; Cat1; 0.2503
OFCVD03.COB ; Cat1; 0.2505
PRCB018.COB ; Cat1; 0.2505
PRCB017.COB ; Cat1; 0.2506
SDFB022.COB ; Cat1; 0.2506
NOAU454.COB ; Cat1; 0.2507
PRCB445.COB ; Cat1; 0.2507
RTCB724.COB ; Cat1; 0.2507
SDFB028.COB ; Cat1; 0.2507
SDFB029.COB ; Cat1; 0.2507
RTCP270.COB ; Cat1; 0.2508
SDFB030.COB ; Cat1; 0.2509
SDFB032.COB ; Cat1; 0.2509
ALCVF14.COB ; Cat1; 0.2511
NOAU562.COB ; Cat1; 0.2511
RTCB723.COB ; Cat1; 0.2511
DABP431.COB ; Cat1; 0.2512
HSPP098.COB ; Cat1; 0.2512
DABP599.COB ; Cat1; 0.2513
NOAB424.COB ; Cat1; 0.2513
ALCP694.COB ; Cat1; 0.2514
OFCS104.COB ; Cat1; 0.2514
OFCS104.COB ; Cat1; 0.2514
SDFB025.COB ; Cat1; 0.2516
SFRP515.COB ; Cat1; 0.2516
ALCU100.COB ; Cat1; 0.2517
PRCP944.COB ; Cat1; 0.2518
AMPB402.COB ; Cat1; 0.2519
OFCP753.COB ; Cat1; 0.252
OFCVC03.COB ; Cat1; 0.252
PRCP431.COB ; Cat1; 0.252
ALCP691.COB ; Cat1; 0.2521
SDFB019.COB ; Cat1; 0.2522
SDFB031.COB ; Cat1; 0.2522
RTCP269.COB ; Cat1; 0.2523
ALCU045.COB ; Cat1; 0.2528
RTCB416.COB ; Cat1; 0.2528
RTCB009.COB ; Cat1; 0.2529
PRCB340.COB ; Cat1; 0.2532
SDFB038.COB ; Cat1; 0.2532
NOAU512.COB ; Cat1; 0.2533
PRCP878.COB ; Cat1; 0.2533
SDFB035.COB ; Cat1; 0.2535
SETC012.COB ; Cat1; 0.2535
NOAB071.COB ; Cat1; 0.2537
NOAP028.COB ; Cat1; 0.2539
NOAU550.COB ; Cat1; 0.2541
ALCB212.COB ; Cat1; 0.2543
NOAP206.COB ; Cat1; 0.2543
ALCU024.COB ; Cat1; 0.2544
RTCB727.COB ; Cat1; 0.2547
SDFP315.COB ; Cat1; 0.2547
DABP597.COB ; Cat1; 0.2548
OFCB275.COB ; Cat1; 0.2549
SETC010.COB ; Cat1; 0.2549
RTCB726.COB ; Cat1; 0.2556
RTCC012.COB ; Cat1; 0.2556
HSPP106.COB ; Cat1; 0.2557
NOAP049.COB ; Cat1; 0.2559
ALCVF08.COB ; Cat1; 0.2562
NOAU423.COB ; Cat1; 0.2562
OFCU052.COB ; Cat1; 0.2562
PRCP816.COB ; Cat1; 0.2562
NOAU012.COB ; Cat1; 0.2564
RTCB706.COB ; Cat1; 0.2564
LEDUB31.COB ; Cat1; 0.2567
PRCC060.COB ; Cat1; 0.2567
PRCC061.COB ; Cat1; 0.2569
NOAU465.COB ; Cat1; 0.257
PRCC062.COB ; Cat1; 0.257
SOPB305.COB ; Cat1; 0.2571
PRCS001.COB ; Cat1; 0.2573
NOAP706.COB ; Cat1; 0.2576
ALCP610.COB ; Cat1; 0.2577
NOAB860.COB ; Cat1; 0.2581
NOAVH13.COB ; Cat1; 0.2581
OFCU045.COB ; Cat1; 0.2581
NOAU402.COB ; Cat1; 0.2582
OFCP807.COB ; Cat1; 0.2582
PRCB887.COB ; Cat1; 0.2582
RTCP392.COB ; Cat1; 0.2582
NOAB025.COB ; Cat1; 0.2584
OFCP791.COB ; Cat1; 0.2584
RTCC033.COB ; Cat1; 0.2584
RTCC016.COB ; Cat1; 0.2586
RTCU715.COB ; Cat1; 0.2587
NOAVH21.COB ; Cat1; 0.2588
ALCU063.COB ; Cat1; 0.2589
CVDC001.COB ; Cat1; 0.259
DABP108.COB ; Cat1; 0.259
ALCVD41.COB ; Cat1; 0.2591
NOAB252.COB ; Cat1; 0.2592
NOAP741.COB ; Cat1; 0.2595
NOAU041.COB ; Cat1; 0.2595
RTCP271.COB ; Cat1; 0.2597
SETB014.COB ; Cat1; 0.26
NOAP010.COB ; Cat1; 0.2601
RTRP110.COB ; Cat1; 0.2601
PRCP986.COB ; Cat1; 0.2607
HSAP040.COB ; Cat1; 0.2608
NOAU462.COB ; Cat1; 0.261
OFCB053.COB ; Cat1; 0.2611
SFRP688.COB ; Cat1; 0.2611
NOAU450.COB ; Cat1; 0.2612
PRCC064.COB ; Cat1; 0.2612
NOAU504.COB ; Cat1; 0.2613
NOAU413.COB ; Cat1; 0.2616
RTCP297.COB ; Cat1; 0.2618
ALCP690.COB ; Cat1; 0.2619
NOAB582.COB ; Cat1; 0.2622
OFCP625.COB ; Cat1; 0.2622
DABB104.COB ; Cat1; 0.2623
NOAU407.COB ; Cat1; 0.2623
RTCB503.COB ; Cat1; 0.2624
PRCC018.COB ; Cat1; 0.2625
ALCC028.COB ; Cat1; 0.263
ALCC031.COB ; Cat1; 0.263
RTCC045.COB ; Cat1; 0.263
RTCP745.COB ; Cat1; 0.263
NOAVK01.COB ; Cat1; 0.2631
CAPP032.COB ; Cat1; 0.2632
OFCU015.COB ; Cat1; 0.2633
ALCP936.COB ; Cat1; 0.2637
NOAB584.COB ; Cat1; 0.2638
NOAU401.COB ; Cat1; 0.2638
ALCP697.COB ; Cat1; 0.2639
SOPP915.COB ; Cat1; 0.2639
LITVA47.COB ; Cat1; 0.264
NOAP773.COB ; Cat1; 0.2641
NOAU456.COB ; Cat1; 0.2641
OFCP277.COB ; Cat1; 0.2641
NOAP716.COB ; Cat1; 0.2643
OFCB377.COB ; Cat1; 0.2643
SAEU001.COB ; Cat1; 0.2644
SFRP705.COB ; Cat1; 0.2645
OFCVC11.COB ; Cat1; 0.2647
PRCC017.COB ; Cat1; 0.2647
RTCC042.COB ; Cat1; 0.2647
NOAB432.COB ; Cat1; 0.2648
RTCC044.COB ; Cat1; 0.2648
CAPVA05.COB ; Cat1; 0.2649
CAPP033.COB ; Cat1; 0.2653
NOAU459.COB ; Cat1; 0.2654
PRCB460.COB ; Cat1; 0.2654
RTCC041.COB ; Cat1; 0.2655
ALCC067.COB ; Cat1; 0.2656
NOAVN93.COB ; Cat1; 0.2656
NOAU059.COB ; Cat1; 0.2658
LITVA48.COB ; Cat1; 0.266
NOAU056.COB ; Cat1; 0.2662
NOAVN30.COB ; Cat1; 0.2662
NOAVN64.COB ; Cat1; 0.2662
OFCVA08.COB ; Cat1; 0.2662
DABP100.COB ; Cat1; 0.2663
ALCVD46.COB ; Cat1; 0.2665
PRCU003.COB ; Cat1; 0.2665
NOAU152.COB ; Cat1; 0.2666
NOAU422.COB ; Cat1; 0.2666
SETB175.COB ; Cat1; 0.2667
SOPP500.COB ; Cat1; 0.2667
NOAVN50.COB ; Cat1; 0.2669
OFCVD10.COB ; Cat1; 0.2669
NOAU473.COB ; Cat1; 0.2671
RTCC043.COB ; Cat1; 0.2671
OFCVB06.COB ; Cat1; 0.2672
ALCB207.COB ; Cat1; 0.2673
DABVA05.COB ; Cat1; 0.2673
NOAB886.COB ; Cat1; 0.2673
OFCS201.COB ; Cat1; 0.2675
NOAVH22.COB ; Cat1; 0.2676
SOPP910.COB ; Cat1; 0.2676
LEDUW20.COB ; Cat1; 0.2677
NOAP702.COB ; Cat1; 0.2678
NOAU080.COB ; Cat1; 0.2678
ALCVD40.COB ; Cat1; 0.2679
OFCB391.COB ; Cat1; 0.268
OFCP045.COB ; Cat1; 0.268
ALCU023.COB ; Cat1; 0.2681
NOAP707.COB ; Cat1; 0.2681
NOAVH06.COB ; Cat1; 0.2681
CAPP003.COB ; Cat1; 0.2682
OFCVB08.COB ; Cat1; 0.2683
OFCB328.COB ; Cat1; 0.2684
LITVA37.COB ; Cat1; 0.2686
LITVC05.COB ; Cat1; 0.2686
NOAP855.COB ; Cat1; 0.2686
NOAU446.COB ; Cat1; 0.2686
PRCB210.COB ; Cat1; 0.2686
NOAU160.COB ; Cat1; 0.2688
OFCVC16.COB ; Cat1; 0.2688
LITVA32.COB ; Cat1; 0.2689
CAPVA06.COB ; Cat1; 0.2691
ALCC029.COB ; Cat1; 0.2692
PRCS002.COB ; Cat1; 0.2692
DABU003.COB ; Cat1; 0.2693
NOAVH37.COB ; Cat1; 0.2693
LADB600.COB ; Cat1; 0.2695
OFCB376.COB ; Cat1; 0.2695
PRCB070.COB ; Cat1; 0.2695
SETU030.COB ; Cat1; 0.2696
ALCP263.COB ; Cat1; 0.2697
NOAB774.COB ; Cat1; 0.2697
NOAU061.COB ; Cat1; 0.2697
SETB020.COB ; Cat1; 0.2697
OFCP393.COB ; Cat1; 0.2698
DABB598.COB ; Cat1; 0.27
HSPU303.COB ; Cat1; 0.27
OFCVB01.COB ; Cat1; 0.27
NOAVN35.COB ; Cat1; 0.2702
NOAVH03.COB ; Cat1; 0.2703
NOAVK07.COB ; Cat1; 0.2703
NOAVK18.COB ; Cat1; 0.2704
LITP253.COB ; Cat1; 0.2705
NOAB046.COB ; Cat1; 0.2705
PRCB030.COB ; Cat1; 0.2705
PRCB866.COB ; Cat1; 0.2705
OFCVA02.COB ; Cat1; 0.2706
RTCP249.COB ; Cat1; 0.2706
LITVA34.COB ; Cat1; 0.2709
NOAB024.COB ; Cat1; 0.271
CAPP026.COB ; Cat1; 0.2712
ALCVD45.COB ; Cat1; 0.2713
NOAVN81.COB ; Cat1; 0.2713
SFRP715.COB ; Cat1; 0.2713
OFCVD07.COB ; Cat1; 0.2714
NOAVK16.COB ; Cat1; 0.2715
NOAVN33.COB ; Cat1; 0.2715
NOAB404.COB ; Cat1; 0.2718
PRCU802.COB ; Cat1; 0.2718
SFRP102.COB ; Cat1; 0.2718
LITVA06.COB ; Cat1; 0.2719
NOAB217.COB ; Cat1; 0.2723
NOAVN65.COB ; Cat1; 0.2723
RTCU035.COB ; Cat1; 0.2723
ALCU250.COB ; Cat1; 0.2725
RTCP738.COB ; Cat1; 0.2725
NOAVK21.COB ; Cat1; 0.2727
NOAVN59.COB ; Cat1; 0.2727
SOPP310.COB ; Cat1; 0.2727
ALCVD71.COB ; Cat1; 0.2729
OFCP439.COB ; Cat1; 0.2729
CAPP049.COB ; Cat1; 0.2731
SEFB050.COB ; Cat1; 0.2732
NOAU233.COB ; Cat1; 0.2733
NOAVH38.COB ; Cat1; 0.2735
ALCP247.COB ; Cat1; 0.2737
CAPP073.COB ; Cat1; 0.2737
NOAU042.COB ; Cat1; 0.2738
LITVA17.COB ; Cat1; 0.2739
LITVA25.COB ; Cat1; 0.2739
CVDC003.COB ; Cat1; 0.2741
NOAVN08.COB ; Cat1; 0.2741
NOAP718.COB ; Cat1; 0.2742
NOAVK15.COB ; Cat1; 0.2744
PRCP433.COB ; Cat1; 0.2744
DABVA80.COB ; Cat1; 0.2746
OFCB790.COB ; Cat1; 0.2746
NOAVN37.COB ; Cat1; 0.2747
NOAVK20.COB ; Cat1; 0.2748
NOAVK24.COB ; Cat1; 0.2748
ALCC025.COB ; Cat1; 0.2749
LITVA03.COB ; Cat1; 0.2749
NOAVN38.COB ; Cat1; 0.2749
OFCVC07.COB ; Cat1; 0.2749
LITVA28.COB ; Cat1; 0.275
NOAP305.COB ; Cat1; 0.2754
NOAU906.COB ; Cat1; 0.2754
LITVC09.COB ; Cat1; 0.2756
NOAVE01.COB ; Cat1; 0.2756
OFCU007.COB ; Cat1; 0.2757
NOAVH35.COB ; Cat1; 0.2758
LITVA23.COB ; Cat1; 0.2759
NOAP713.COB ; Cat1; 0.2759
OFCP795.COB ; Cat1; 0.2759
CAPP002.COB ; Cat1; 0.276
ALCC048.COB ; Cat1; 0.2761
LITVA22.COB ; Cat1; 0.2762
NOAVK19.COB ; Cat1; 0.2762
PRCB462.COB ; Cat1; 0.2764
NOAP587.COB ; Cat1; 0.2765
NOAVN58.COB ; Cat1; 0.2766
LITVA21.COB ; Cat1; 0.2767
LITVC04.COB ; Cat1; 0.2768
LITB241.COB ; Cat1; 0.277
OFCVA06.COB ; Cat1; 0.277
SFRP500.COB ; Cat1; 0.2773
NOAB235.COB ; Cat1; 0.2774
SETP215.COB ; Cat1; 0.2776
RTCU716.COB ; Cat1; 0.2777
NOAVK06.COB ; Cat1; 0.2778
LITVA24.COB ; Cat1; 0.278
NOAU440.COB ; Cat1; 0.278
PRCB822.COB ; Cat1; 0.278
RTCU037.COB ; Cat1; 0.278
NOAVK17.COB ; Cat1; 0.2781
NOAVH14.COB ; Cat1; 0.2783
ALCP545.COB ; Cat1; 0.2784
RTCP701.COB ; Cat1; 0.2784
NOAU004.COB ; Cat1; 0.2786
OFCP466.COB ; Cat1; 0.2786
RTCP055.COB ; Cat1; 0.2786
RTCU718.COB ; Cat1; 0.2786
ALCP558.COB ; Cat1; 0.2787
NOAVK12.COB ; Cat1; 0.2788
NOAU426.COB ; Cat1; 0.2789
NOAVK02.COB ; Cat1; 0.2789
NOAVK23.COB ; Cat1; 0.2789
CAPVA02.COB ; Cat1; 0.2791
OFCVC30.COB ; Cat1; 0.2791
LITVA18.COB ; Cat1; 0.2793
SFRP720.COB ; Cat1; 0.2797
NOAVK22.COB ; Cat1; 0.2798
CAPU004.COB ; Cat1; 0.28
NOAU047.COB ; Cat1; 0.2801
PRCP450.COB ; Cat1; 0.2801
NOAB896.COB ; Cat1; 0.2803
NOAB246.COB ; Cat1; 0.2805
ALCP704.COB ; Cat1; 0.2807
LADP340.COB ; Cat1; 0.2807
NOAVN31.COB ; Cat1; 0.2808
NOAP724.COB ; Cat1; 0.2809
OFCP493.COB ; Cat1; 0.2809
HSPB033.COB ; Cat1; 0.281
NOAVE03.COB ; Cat1; 0.281
OFCVC02.COB ; Cat1; 0.281
PRCP310.COB ; Cat1; 0.281
ALCB213.COB ; Cat1; 0.2811
NOAB867.COB ; Cat1; 0.2811
CVDB001.COB ; Cat1; 0.2812
DABP721.COB ; Cat1; 0.2812
LITVA01.COB ; Cat1; 0.2812
LITVA09.COB ; Cat1; 0.2812
RTCP601.COB ; Cat1; 0.2812
OFCVA07.COB ; Cat1; 0.2813
SETU031.COB ; Cat1; 0.2813
CVDC002.COB ; Cat1; 0.2814
SFRP760.COB ; Cat1; 0.2819
LITVA27.COB ; Cat1; 0.282
DABVA50.COB ; Cat1; 0.2824
OFCP042.COB ; Cat1; 0.2824
DABVA20.COB ; Cat1; 0.2825
ALCU022.COB ; Cat1; 0.2826
NOAVN57.COB ; Cat1; 0.2828
OFCVA01.COB ; Cat1; 0.2829
LITVA46.COB ; Cat1; 0.283
NOAU058.COB ; Cat1; 0.2832
NOAU011.COB ; Cat1; 0.2833
PRCB320.COB ; Cat1; 0.2833
LITVA11.COB ; Cat1; 0.2834
NOAU903.COB ; Cat1; 0.2834
OFCB227.COB ; Cat1; 0.2834
SFRB540.COB ; Cat1; 0.2835
LITVA26.COB ; Cat1; 0.2838
LITVA13.COB ; Cat1; 0.2839
LITVA14.COB ; Cat1; 0.2839
NOAP728.COB ; Cat1; 0.2839
OFCP037.COB ; Cat1; 0.2841
PRCB863.COB ; Cat1; 0.2841
NOAVH02.COB ; Cat1; 0.2842
OFCP066.COB ; Cat1; 0.2842
RTCP394.COB ; Cat1; 0.2842
NOAVK09.COB ; Cat1; 0.2843
OFCP760.COB ; Cat1; 0.2843
ALCP692.COB ; Cat1; 0.2845
NOAP340.COB ; Cat1; 0.2845
NOAC168.COB ; Cat1; 0.2847
LITVC03.COB ; Cat1; 0.285
ALCP071.COB ; Cat1; 0.2851
NOAP052.COB ; Cat1; 0.2851
LITVA44.COB ; Cat1; 0.2852
OFCB262.COB ; Cat1; 0.2852
LITVA16.COB ; Cat1; 0.2853
LITVA05.COB ; Cat1; 0.2854
OFCVA03.COB ; Cat1; 0.2856
ALCC049.COB ; Cat1; 0.2857
LITVA12.COB ; Cat1; 0.2857
LITVC11.COB ; Cat1; 0.2857
LITVC12.COB ; Cat1; 0.2857
NOAVN72.COB ; Cat1; 0.2857
NOAVK03.COB ; Cat1; 0.2859
PRCP531.COB ; Cat1; 0.2859
LITVA42.COB ; Cat1; 0.2861
NOAVK05.COB ; Cat1; 0.2861
PRCC041.COB ; Cat1; 0.2861
DABVA60.COB ; Cat1; 0.2862
NOAU463.COB ; Cat1; 0.2862
LITVA43.COB ; Cat1; 0.2863
LITVA87.COB ; Cat1; 0.2863
NOAVN70.COB ; Cat1; 0.2863
NOAU006.COB ; Cat1; 0.2864
ALCU261.COB ; Cat1; 0.2869
NOAB237.COB ; Cat1; 0.287
LITVA39.COB ; Cat1; 0.2875
LITU005.COB ; Cat1; 0.2876
LITVA04.COB ; Cat1; 0.2876
LITVA07.COB ; Cat1; 0.2876
ALCVD43.COB ; Cat1; 0.2877
LITVA40.COB ; Cat1; 0.2877
NOAVN73.COB ; Cat1; 0.2879
NOAB451.COB ; Cat1; 0.288
NOAVK25.COB ; Cat1; 0.288
NOAVN07.COB ; Cat1; 0.288
DABP115.COB ; Cat1; 0.2882
OFCS204.COB ; Cat1; 0.2883
ALCC068.COB ; Cat1; 0.2884
ALCP078.COB ; Cat1; 0.2884
NOAVH18.COB ; Cat1; 0.2884
DABP114.COB ; Cat1; 0.2885
LITVA80.COB ; Cat1; 0.2885
LITVA90.COB ; Cat1; 0.2885
ALCP696.COB ; Cat1; 0.2887
NOAP027.COB ; Cat1; 0.2888
NOAP704.COB ; Cat1; 0.2888
OFCP031.COB ; Cat1; 0.2889
HSPB036.COB ; Cat1; 0.289
PRCC057.COB ; Cat1; 0.289
LITVA38.COB ; Cat1; 0.2894
NOAVK14.COB ; Cat1; 0.2894
OFCS335.COB ; Cat1; 0.2894
OFCVA05.COB ; Cat1; 0.2894
LITVA19.COB ; Cat2; 0.2896
LITVA20.COB ; Cat2; 0.2896
DABP110.COB ; Cat2; 0.2897
PRCB869.COB ; Cat2; 0.2897
NOAVN92.COB ; Cat2; 0.29
OFCP862.COB ; Cat2; 0.2901
DABB705.COB ; Cat2; 0.2902
HSPB025.COB ; Cat2; 0.2902
NOAVK04.COB ; Cat2; 0.2902
LITVA08.COB ; Cat2; 0.2904
NOAP202.COB ; Cat2; 0.2904
RTCP261.COB ; Cat2; 0.2904
DABP419.COB ; Cat2; 0.2906
NOAU444.COB ; Cat2; 0.2906
LITVA41.COB ; Cat2; 0.2907
NOAU559.COB ; Cat2; 0.2907
OFCB371.COB ; Cat2; 0.2908
ALCVD44.COB ; Cat2; 0.2911
RTCB251.COB ; Cat2; 0.2911
SETP025.COB ; Cat2; 0.2911
SDFC012.COB ; Cat2; 0.2912
LITVC01.COB ; Cat2; 0.2913
NOAP201.COB ; Cat2; 0.2914
LITVC08.COB ; Cat2; 0.2916
SETB012.COB ; Cat2; 0.2916
LITVA15.COB ; Cat2; 0.2917
CVDB101.COB ; Cat2; 0.2918
NOAU005.COB ; Cat2; 0.2919
OFCP305.COB ; Cat2; 0.2919
RTCP404.COB ; Cat2; 0.2919
OFCVD06.COB ; Cat2; 0.292
ALCP552.COB ; Cat2; 0.2921
LITVA91.COB ; Cat2; 0.2921
SFRB215.COB ; Cat2; 0.2922
CAPB087.COB ; Cat2; 0.2928
LITVA10.COB ; Cat2; 0.2928
LITVC07.COB ; Cat2; 0.2928
NOAU506.COB ; Cat2; 0.293
NOAU030.COB ; Cat2; 0.2931
DABP113.COB ; Cat2; 0.2933
NOAP883.COB ; Cat2; 0.2934
NOAVH25.COB ; Cat2; 0.2934
PRCB620.COB ; Cat2; 0.2934
NOAB059.COB ; Cat2; 0.2935
PRCP710.COB ; Cat2; 0.2936
PRCB900.COB ; Cat2; 0.2937
NOAU901.COB ; Cat2; 0.2938
NOAVH08.COB ; Cat2; 0.2939
NOAP430.COB ; Cat2; 0.294
SFRP520.COB ; Cat2; 0.2941
NOAU910.COB ; Cat2; 0.2945
SEFB020.COB ; Cat2; 0.2945
ALCU031.COB ; Cat2; 0.2946
PRCU017.COB ; Cat2; 0.2946
NOAP261.COB ; Cat2; 0.2948
LITVA30.COB ; Cat2; 0.2949
OFCU010.COB ; Cat2; 0.2949
SFRP605.COB ; Cat2; 0.2949
CAPB082.COB ; Cat2; 0.295
ALCU036.COB ; Cat2; 0.2951
ALCP551.COB ; Cat2; 0.2952
NOAB406.COB ; Cat2; 0.2952
NOAVH12.COB ; Cat2; 0.2952
NOAB048.COB ; Cat2; 0.2953
PRCB883.COB ; Cat2; 0.2954
RTRU901.COB ; Cat2; 0.2954
NOAP885.COB ; Cat2; 0.296
OFCU005.COB ; Cat2; 0.296
SDFC002.COB ; Cat2; 0.296
DABB875.COB ; Cat2; 0.2966
DABB701.COB ; Cat2; 0.297
NOAB581.COB ; Cat2; 0.2972
PRCB861.COB ; Cat2; 0.2972
CAPB081.COB ; Cat2; 0.2973
LITB305.COB ; Cat2; 0.2973
OFCVC08.COB ; Cat2; 0.2977
ALCVF13.COB ; Cat2; 0.2978
SEFU001.COB ; Cat2; 0.2979
NOAU432.COB ; Cat2; 0.298
NOAVH32.COB ; Cat2; 0.2981
DABP811.COB ; Cat2; 0.2985
LITVC02.COB ; Cat2; 0.2986
NOAU151.COB ; Cat2; 0.2986
PRCB441.COB ; Cat2; 0.2986
NOAU430.COB ; Cat2; 0.2987
NOAU014.COB ; Cat2; 0.2988
ALCP695.COB ; Cat2; 0.299
LITVC06.COB ; Cat2; 0.2993
NOAP438.COB ; Cat2; 0.2993
RTCP405.COB ; Cat2; 0.2996
PRCS007.COB ; Cat2; 0.2997
ALCU026.COB ; Cat2; 0.2998
CAPP001.COB ; Cat2; 0.2999
NOAVN19.COB ; Cat2; 0.2999
NOAP725.COB ; Cat2; 0.3001
OFCP444.COB ; Cat2; 0.3002
ALCVF12.COB ; Cat2; 0.3004
NOAS408.COB ; Cat2; 0.3006
LITP922.COB ; Cat2; 0.3009
OFCP306.COB ; Cat2; 0.3009
OFCP326.COB ; Cat2; 0.3009
ALCVF11.COB ; Cat2; 0.301
NOAP877.COB ; Cat2; 0.301
NOAU070.COB ; Cat2; 0.301
RTCC106.COB ; Cat2; 0.3011
CAPP064.COB ; Cat2; 0.3013
OFCU055.COB ; Cat2; 0.3013
PRCP711.COB ; Cat2; 0.3013
NOAP212.COB ; Cat2; 0.3016
RTCS111.COB ; Cat2; 0.3016
ALCB611.COB ; Cat2; 0.3017
OFCB370.COB ; Cat2; 0.3017
OFCP243.COB ; Cat2; 0.3017
OFCP367.COB ; Cat2; 0.3017
OFCU009.COB ; Cat2; 0.3017
RTCC107.COB ; Cat2; 0.3017
ALCC066.COB ; Cat2; 0.3018
RTCB017.COB ; Cat2; 0.3018
LITVA02.COB ; Cat2; 0.3019
LITU002.COB ; Cat2; 0.302
RTCC100.COB ; Cat2; 0.3022
RTCS105.COB ; Cat2; 0.3024
RTCU018.COB ; Cat2; 0.3025
SETB017.COB ; Cat2; 0.3025
DABB043.COB ; Cat2; 0.3026
NOAB023.COB ; Cat2; 0.3028
RTCS113.COB ; Cat2; 0.3028
