filename; category; exact % value
DABP727.COB ; Cat3; 0.55
HSPP087.COB ; Cat3; 0.55
LEDBW30.COB ; Cat3; 0.55
LITS310.COB ; Cat3; 0.55
LITS320.COB ; Cat3; 0.55
LITU001.COB ; Cat3; 0.55
NOAB129.COB ; Cat4; 0.55
NOAB401.COB ; Cat4; 0.55
NOAB409.COB ; Cat4; 0.55
NOAP072.COB ; Cat4; 0.55
NOAP255.COB ; Cat4; 0.55
NOAP306.COB ; Cat4; 0.55
NOAP314.COB ; Cat4; 0.55
NOAP731.COB ; Cat4; 0.55
NOAS423.COB ; Cat4; 0.55
NOAS425.COB ; Cat4; 0.55
NOAS435.COB ; Cat4; 0.55
NOAS438.COB ; Cat4; 0.55
NOAS603.COB ; Cat4; 0.55
NOAS916.COB ; Cat4; 0.55
NOAS921.COB ; Cat4; 0.55
NOAU161.COB ; Cat4; 0.55
NOAU445.COB ; Cat4; 0.55
NOAVH20.COB ; Cat4; 0.55
OFCB252.COB ; Cat4; 0.55
OFCP072.COB ; Cat4; 0.55
OFCP317.COB ; Cat4; 0.55
OFCP322.COB ; Cat4; 0.55
OFCP324.COB ; Cat4; 0.55
OFCP610.COB ; Cat4; 0.55
OFCP620.COB ; Cat4; 0.55
OFCP766.COB ; Cat4; 0.55
OFCP798.COB ; Cat4; 0.55
OFCP973.COB ; Cat4; 0.55
OFCU006.COB ; Cat4; 0.55
PRCP420.COB ; Cat4; 0.55
PRCP435.COB ; Cat4; 0.55
PRCP508.COB ; Cat4; 0.55
PRCU805.COB ; Cat4; 0.55
RTCB108.COB ; Cat4; 0.55
RTCB113.COB ; Cat4; 0.55
RTCB530.COB ; Cat4; 0.55
RTCB733.COB ; Cat4; 0.55
RTCB734.COB ; Cat4; 0.55
RTCP025.COB ; Cat4; 0.55
SEFU603.COB ; Cat4; 0.55
ALCB517.COB ; Cat4; 0.56
ALCP083.COB ; Cat4; 0.56
ALCP090.COB ; Cat4; 0.56
ALCP120.COB ; Cat4; 0.56
ALCP202.COB ; Cat4; 0.56
ALCP298.COB ; Cat4; 0.56
ALCP342.COB ; Cat4; 0.56
ALCP519.COB ; Cat4; 0.56
ALCP540.COB ; Cat4; 0.56
ALCP705.COB ; Cat4; 0.56
AMPS001.COB ; Cat4; 0.56
CAPP061.COB ; Cat4; 0.56
CVDS004.COB ; Cat4; 0.56
DABB753.COB ; Cat4; 0.56
DABP117.COB ; Cat4; 0.56
DABP435.COB ; Cat4; 0.56
DABP722.COB ; Cat4; 0.56
DABU500.COB ; Cat4; 0.56
LEDP154.COB ; Cat4; 0.56
LITS318.COB ; Cat4; 0.56
LITS401.COB ; Cat4; 0.56
NOAP168.COB ; Cat4; 0.56
NOAP238.COB ; Cat4; 0.56
NOAP504.COB ; Cat4; 0.56
NOAP505.COB ; Cat4; 0.56
NOAS011.COB ; Cat4; 0.56
NOAS031.COB ; Cat4; 0.56
NOAS265.COB ; Cat4; 0.56
NOAS424.COB ; Cat4; 0.56
NOAS907.COB ; Cat4; 0.56
NOAS920.COB ; Cat4; 0.56
NOAU038.COB ; Cat4; 0.56
NOAU050.COB ; Cat4; 0.56
OFCB290.COB ; Cat4; 0.56
OFCB297.COB ; Cat4; 0.56
OFCB373.COB ; Cat4; 0.56
OFCP219.COB ; Cat4; 0.56
OFCP237.COB ; Cat4; 0.56
OFCP273.COB ; Cat4; 0.56
OFCP311.COB ; Cat4; 0.56
OFCP400.COB ; Cat4; 0.56
OFCP483.COB ; Cat4; 0.56
OFCP553.COB ; Cat4; 0.56
OFCP600.COB ; Cat4; 0.56
OFCP871.COB ; Cat4; 0.56
OFCS108.COB ; Cat4; 0.56
OFCS410.COB ; Cat4; 0.56
PRCP410.COB ; Cat4; 0.56
PRCU100.COB ; Cat4; 0.56
RTCP083.COB ; Cat4; 0.56
RTCP264.COB ; Cat4; 0.56
RTCP406.COB ; Cat4; 0.56
RTCP720.COB ; Cat4; 0.56
RTCS032.COB ; Cat4; 0.56
RTCU034.COB ; Cat4; 0.56
SETS010.COB ; Cat4; 0.56
SETU006.COB ; Cat4; 0.56
ALCS141.COB ; Cat4; 0.57
ALCS142.COB ; Cat4; 0.57
ALCU027.COB ; Cat4; 0.57
ALCU066.COB ; Cat4; 0.57
AMPU801.COB ; Cat4; 0.57
CAPP046.COB ; Cat4; 0.57
CAPP084.COB ; Cat4; 0.57
CAPP085.COB ; Cat4; 0.57
CVDP201.COB ; Cat4; 0.57
DABP142.COB ; Cat4; 0.57
DABP729.COB ; Cat4; 0.57
LITP250.COB ; Cat4; 0.57
LITS010.COB ; Cat4; 0.57
LITS303.COB ; Cat4; 0.57
LITS305.COB ; Cat4; 0.57
LITS321.COB ; Cat4; 0.57
LITS323.COB ; Cat4; 0.57
NOAP270.COB ; Cat4; 0.57
NOAP315.COB ; Cat4; 0.57
NOAP878.COB ; Cat4; 0.57
NOAS601.COB ; Cat4; 0.57
NOAS919.COB ; Cat4; 0.57
NOAU048.COB ; Cat4; 0.57
NOAU231.COB ; Cat4; 0.57
NOAU475.COB ; Cat4; 0.57
OFCB777.COB ; Cat4; 0.57
OFCP313.COB ; Cat4; 0.57
OFCP314.COB ; Cat4; 0.57
OFCP464.COB ; Cat4; 0.57
OFCP470.COB ; Cat4; 0.57
OFCP552.COB ; Cat4; 0.57
OFCP602.COB ; Cat4; 0.57
OFCP618.COB ; Cat4; 0.57
OFCP621.COB ; Cat4; 0.57
OFCP780.COB ; Cat4; 0.57
OFCP861.COB ; Cat4; 0.57
OFCP954.COB ; Cat4; 0.57
OFCP990.COB ; Cat4; 0.57
PRCB886.COB ; Cat4; 0.57
PRCP100.COB ; Cat4; 0.57
PRCP725.COB ; Cat4; 0.57
PRCP726.COB ; Cat4; 0.57
RTCB104.COB ; Cat4; 0.57
RTCP170.COB ; Cat4; 0.57
RTCP253.COB ; Cat4; 0.57
RTCP259.COB ; Cat4; 0.57
RTCP722.COB ; Cat4; 0.57
RTCP736.COB ; Cat4; 0.57
SFRB210.COB ; Cat4; 0.57
ALCB332.COB ; Cat4; 0.58
ALCB487.COB ; Cat4; 0.58
ALCB617.COB ; Cat4; 0.58
ALCB660.COB ; Cat4; 0.58
ALCP021.COB ; Cat4; 0.58
ALCP502.COB ; Cat4; 0.58
ALCP998.COB ; Cat4; 0.58
ALCS145.COB ; Cat4; 0.58
AMPU101.COB ; Cat4; 0.58
CVDU003.COB ; Cat4; 0.58
DABP214.COB ; Cat4; 0.58
LITP505.COB ; Cat4; 0.58
LITS016.COB ; Cat4; 0.58
LITS319.COB ; Cat4; 0.58
LITS322.COB ; Cat4; 0.58
NOAP215.COB ; Cat4; 0.58
NOAP413.COB ; Cat4; 0.58
NOAP870.COB ; Cat4; 0.58
NOAP890.COB ; Cat4; 0.58
NOAS025.COB ; Cat4; 0.58
NOAS915.COB ; Cat4; 0.58
NOAU039.COB ; Cat4; 0.58
NOAU155.COB ; Cat4; 0.58
NOAU509.COB ; Cat4; 0.58
NOAVH39.COB ; Cat4; 0.58
OFCB374.COB ; Cat4; 0.58
OFCP207.COB ; Cat4; 0.58
OFCP256.COB ; Cat4; 0.58
OFCP257.COB ; Cat4; 0.58
OFCP287.COB ; Cat4; 0.58
OFCP437.COB ; Cat4; 0.58
OFCP471.COB ; Cat4; 0.58
OFCP489.COB ; Cat4; 0.58
OFCP525.COB ; Cat4; 0.58
OFCP623.COB ; Cat4; 0.58
OFCP746.COB ; Cat4; 0.58
OFCP762.COB ; Cat4; 0.58
PRCP110.COB ; Cat4; 0.58
RTCB500.COB ; Cat4; 0.58
RTCP091.COB ; Cat4; 0.58
RTCP390.COB ; Cat4; 0.58
RTCP504.COB ; Cat4; 0.58
RTCU155.COB ; Cat4; 0.58
SETP155.COB ; Cat4; 0.58
SFRB095.COB ; Cat4; 0.58
ALCP262.COB ; Cat4; 0.59
ALCP698.COB ; Cat4; 0.59
ALCU047.COB ; Cat4; 0.59
AMPB432.COB ; Cat4; 0.59
LADP350.COB ; Cat4; 0.59
LEDUB32.COB ; Cat4; 0.59
LITB120.COB ; Cat4; 0.59
LITS011.COB ; Cat4; 0.59
LITU006.COB ; Cat4; 0.59
NOAP134.COB ; Cat4; 0.59
NOAP452.COB ; Cat4; 0.59
NOAP563.COB ; Cat4; 0.59
NOAP861.COB ; Cat4; 0.59
NOAS911.COB ; Cat4; 0.59
NOAU102.COB ; Cat4; 0.59
NOAU480.COB ; Cat4; 0.59
NOAVH40.COB ; Cat4; 0.59
OFCP325.COB ; Cat4; 0.59
OFCP560.COB ; Cat4; 0.59
OFCP616.COB ; Cat4; 0.59
OFCP793.COB ; Cat4; 0.59
RTCP152.COB ; Cat4; 0.59
RTCP751.COB ; Cat4; 0.59
RTCU021.COB ; Cat4; 0.59
SETP055.COB ; Cat4; 0.59
SETP210.COB ; Cat4; 0.59
SFRP105.COB ; Cat4; 0.59
SFRP775.COB ; Cat4; 0.59
SOPP311.COB ; Cat4; 0.59
ALCB751.COB ; Cat4; 0.6
ALCP081.COB ; Cat4; 0.6
ALCP208.COB ; Cat4; 0.6
ALCP631.COB ; Cat4; 0.6
ALCP706.COB ; Cat4; 0.6
ALCS143.COB ; Cat4; 0.6
DABP096.COB ; Cat4; 0.6
DABP723.COB ; Cat4; 0.6
LITP222.COB ; Cat4; 0.6
LITS324.COB ; Cat4; 0.6
LITS407.COB ; Cat4; 0.6
LITS710.COB ; Cat4; 0.6
NOAB185.COB ; Cat4; 0.6
NOAP307.COB ; Cat4; 0.6
NOAP876.COB ; Cat4; 0.6
NOAS041.COB ; Cat4; 0.6
NOAU055.COB ; Cat4; 0.6
NOAU159.COB ; Cat4; 0.6
NOAU434.COB ; Cat4; 0.6
NOAU479.COB ; Cat4; 0.6
NOAU534.COB ; Cat4; 0.6
OFCP254.COB ; Cat4; 0.6
OFCP255.COB ; Cat4; 0.6
OFCP420.COB ; Cat4; 0.6
OFCP486.COB ; Cat4; 0.6
OFCS317.COB ; Cat4; 0.6
PRCP225.COB ; Cat4; 0.6
PRCP800.COB ; Cat4; 0.6
RTCU028.COB ; Cat4; 0.6
SEFU600.COB ; Cat4; 0.6
SOPP400.COB ; Cat4; 0.6
SOPP909.COB ; Cat4; 0.6
ALCP052.COB ; Cat4; 0.61
ALCP504.COB ; Cat4; 0.61
ALCS140.COB ; Cat4; 0.61
ALCS144.COB ; Cat4; 0.61
ALCU068.COB ; Cat4; 0.61
CAPP047.COB ; Cat4; 0.61
CAPP048.COB ; Cat4; 0.61
DABB226.COB ; Cat4; 0.61
DABP218.COB ; Cat4; 0.61
DABP807.COB ; Cat4; 0.61
LEDUB33.COB ; Cat4; 0.61
LITP224.COB ; Cat4; 0.61
LITS020.COB ; Cat4; 0.61
LITS903.COB ; Cat4; 0.61
NOAP308.COB ; Cat4; 0.61
NOAP880.COB ; Cat4; 0.61
NOAS913.COB ; Cat4; 0.61
NOAU412.COB ; Cat4; 0.61
NOAVK10.COB ; Cat4; 0.61
NOAVK13.COB ; Cat4; 0.61
OFCP427.COB ; Cat4; 0.61
OFCP474.COB ; Cat4; 0.61
OFCP551.COB ; Cat4; 0.61
OFCP624.COB ; Cat4; 0.61
OFCP868.COB ; Cat4; 0.61
OFCS316.COB ; Cat4; 0.61
PRCP170.COB ; Cat4; 0.61
PRCP173.COB ; Cat4; 0.61
PRCP740.COB ; Cat4; 0.61
PRCP755.COB ; Cat4; 0.61
PRCP901.COB ; Cat4; 0.61
PRCU501.COB ; Cat4; 0.61
RTCB529.COB ; Cat4; 0.61
RTCB531.COB ; Cat4; 0.61
RTCP267.COB ; Cat4; 0.61
RTCP602.COB ; Cat4; 0.61
RTCP604.COB ; Cat4; 0.61
RTCS043.COB ; Cat4; 0.61
RTCU717.COB ; Cat4; 0.61
SFRB080.COB ; Cat4; 0.61
SFRP205.COB ; Cat4; 0.61
ALCP326.COB ; Cat4; 0.62
ALCP577.COB ; Cat4; 0.62
ALCP679.COB ; Cat4; 0.62
CAPP050.COB ; Cat4; 0.62
DABP216.COB ; Cat4; 0.62
LADP120.COB ; Cat4; 0.62
LITP254.COB ; Cat4; 0.62
LITS012.COB ; Cat4; 0.62
LITS901.COB ; Cat4; 0.62
NOAP801.COB ; Cat4; 0.62
NOAU051.COB ; Cat4; 0.62
NOAU411.COB ; Cat4; 0.62
NOAVH24.COB ; Cat4; 0.62
NOAVK11.COB ; Cat4; 0.62
OFCP242.COB ; Cat4; 0.62
OFCP249.COB ; Cat4; 0.62
OFCP419.COB ; Cat4; 0.62
OFCP472.COB ; Cat4; 0.62
OFCP797.COB ; Cat4; 0.62
OFCP806.COB ; Cat4; 0.62
PRCP419.COB ; Cat4; 0.62
RTCP258.COB ; Cat4; 0.62
RTCP260.COB ; Cat4; 0.62
RTCP291.COB ; Cat4; 0.62
RTCP609.COB ; Cat4; 0.62
RTCP627.COB ; Cat4; 0.62
RTCP742.COB ; Cat4; 0.62
SFRP103.COB ; Cat4; 0.62
ALCB648.COB ; Cat4; 0.63
ALCB937.COB ; Cat4; 0.63
ALCP702.COB ; Cat4; 0.63
DABB601.COB ; Cat4; 0.63
DABP936.COB ; Cat4; 0.63
HSPP068.COB ; Cat4; 0.63
HSPU302.COB ; Cat4; 0.63
LITP220.COB ; Cat4; 0.63
LITP251.COB ; Cat4; 0.63
NOAP450.COB ; Cat4; 0.63
NOAP733.COB ; Cat4; 0.63
NOAP874.COB ; Cat4; 0.63
NOAVH23.COB ; Cat4; 0.63
OFCP459.COB ; Cat4; 0.63
PRCB205.COB ; Cat4; 0.63
PRCP701.COB ; Cat4; 0.63
PRCP720.COB ; Cat4; 0.63
PRCU801.COB ; Cat4; 0.63
PRCU803.COB ; Cat4; 0.63
RTCP261.COB ; Cat4; 0.63
RTCP748.COB ; Cat4; 0.63
RTRU005.COB ; Cat4; 0.63
SFRB096.COB ; Cat4; 0.63
SFRS002.COB ; Cat4; 0.63
ALCB096.COB ; Cat4; 0.64
ALCP754.COB ; Cat4; 0.64
DABP219.COB ; Cat4; 0.64
DABP840.COB ; Cat4; 0.64
HSAS301.COB ; Cat4; 0.64
LITP110.COB ; Cat4; 0.64
NOAP169.COB ; Cat4; 0.64
NOAP316.COB ; Cat4; 0.64
NOAP881.COB ; Cat4; 0.64
NOAS910.COB ; Cat4; 0.64
NOAU103.COB ; Cat4; 0.64
OFCP276.COB ; Cat4; 0.64
OFCP450.COB ; Cat4; 0.64
OFCP808.COB ; Cat4; 0.64
PRCB894.COB ; Cat4; 0.64
PRCP224.COB ; Cat4; 0.64
PRCP728.COB ; Cat4; 0.64
RTCP040.COB ; Cat4; 0.64
RTCP266.COB ; Cat4; 0.64
RTCP412.COB ; Cat4; 0.64
RTCS041.COB ; Cat4; 0.64
RTCS042.COB ; Cat4; 0.64
RTCS044.COB ; Cat4; 0.64
RTCU019.COB ; Cat4; 0.64
SETU020.COB ; Cat4; 0.64
ALCP097.COB ; Cat4; 0.65
ALCP306.COB ; Cat4; 0.65
ALCP676.COB ; Cat4; 0.65
ALCU082.COB ; Cat4; 0.65
ALCU103.COB ; Cat4; 0.65
DABP035.COB ; Cat4; 0.65
DABP106.COB ; Cat4; 0.65
DABP116.COB ; Cat4; 0.65
DABP815.COB ; Cat4; 0.65
LITP208.COB ; Cat4; 0.65
LITS403.COB ; Cat4; 0.65
LITS404.COB ; Cat4; 0.65
NOAP026.COB ; Cat4; 0.65
OFCP451.COB ; Cat4; 0.65
OFCP468.COB ; Cat4; 0.65
OFCP866.COB ; Cat4; 0.65
OFCU042.COB ; Cat4; 0.65
PRCB011.COB ; Cat4; 0.65
RTCP054.COB ; Cat4; 0.65
RTCP414.COB ; Cat4; 0.65
RTCP501.COB ; Cat4; 0.65
RTCP626.COB ; Cat4; 0.65
RTCU030.COB ; Cat4; 0.65
SFRB097.COB ; Cat4; 0.65
SFRP079.COB ; Cat4; 0.65
SFRP410.COB ; Cat4; 0.65
SFRP430.COB ; Cat4; 0.65
SFRP670.COB ; Cat4; 0.65
ALCP570.COB ; Cat4; 0.66
ALCU064.COB ; Cat4; 0.66
ALCU102.COB ; Cat4; 0.66
CVDU001.COB ; Cat4; 0.66
HSPP040.COB ; Cat4; 0.66
LITP200.COB ; Cat4; 0.66
NOAS141.COB ; Cat4; 0.66
NOAU031.COB ; Cat4; 0.66
OFCP446.COB ; Cat4; 0.66
OFCP809.COB ; Cat4; 0.66
PRCP700.COB ; Cat4; 0.66
RTCP110.COB ; Cat4; 0.66
RTCP115.COB ; Cat4; 0.66
RTCP752.COB ; Cat4; 0.66
SFRP650.COB ; Cat4; 0.66
ALCB528.COB ; Cat4; 0.67
AMPB433.COB ; Cat4; 0.67
AMPB434.COB ; Cat4; 0.67
DABB742.COB ; Cat4; 0.67
DABB744.COB ; Cat4; 0.67
HSPB081.COB ; Cat4; 0.67
HSPU500.COB ; Cat4; 0.67
LITU009.COB ; Cat4; 0.67
NOAP060.COB ; Cat4; 0.67
OFCP426.COB ; Cat4; 0.67
OFCP488.COB ; Cat4; 0.67
OFCP561.COB ; Cat4; 0.67
OFCP611.COB ; Cat4; 0.67
PRCP161.COB ; Cat4; 0.67
PRCP223.COB ; Cat4; 0.67
RTCP750.COB ; Cat4; 0.67
RTCP754.COB ; Cat4; 0.67
RTCU010.COB ; Cat4; 0.67
RTCU011.COB ; Cat4; 0.67
SFRB084.COB ; Cat4; 0.67
SFRP082.COB ; Cat4; 0.67
ALCP755.COB ; Cat4; 0.68
ALCU101.COB ; Cat4; 0.68
DABB937.COB ; Cat4; 0.68
HSAP008.COB ; Cat4; 0.68
LITB210.COB ; Cat4; 0.68
LITP217.COB ; Cat4; 0.68
LITP257.COB ; Cat4; 0.68
NOAP312.COB ; Cat4; 0.68
NOAU415.COB ; Cat4; 0.68
OFCB527.COB ; Cat4; 0.68
OFCP295.COB ; Cat4; 0.68
OFCP296.COB ; Cat4; 0.68
OFCP410.COB ; Cat4; 0.68
OFCP411.COB ; Cat4; 0.68
OFCP613.COB ; Cat4; 0.68
PRCP010.COB ; Cat4; 0.68
PRCP862.COB ; Cat4; 0.68
RTCP093.COB ; Cat4; 0.68
RTCP240.COB ; Cat4; 0.68
RTCP384.COB ; Cat4; 0.68
ALCB653.COB ; Cat4; 0.69
ALCP637.COB ; Cat4; 0.69
AMPU029.COB ; Cat4; 0.69
DABB224.COB ; Cat4; 0.69
LITB135.COB ; Cat4; 0.69
LITP256.COB ; Cat4; 0.69
LITS902.COB ; Cat4; 0.69
LITU011.COB ; Cat4; 0.69
NOAP503.COB ; Cat4; 0.69
OFCB507.COB ; Cat4; 0.69
OFCB526.COB ; Cat4; 0.69
OFCP258.COB ; Cat4; 0.69
OFCP414.COB ; Cat4; 0.69
PRCU804.COB ; Cat4; 0.69
RTCU027.COB ; Cat4; 0.69
SETU007.COB ; Cat4; 0.69
SFRP052.COB ; Cat4; 0.69
SFRP053.COB ; Cat4; 0.69
SFRP700.COB ; Cat4; 0.69
ALCB044.COB ; Cat4; 0.7
ALCP080.COB ; Cat4; 0.7
ALCP218.COB ; Cat4; 0.7
ALCP571.COB ; Cat4; 0.7
OFCP401.COB ; Cat4; 0.7
OFCP406.COB ; Cat4; 0.7
OFCP413.COB ; Cat4; 0.7
PRCP058.COB ; Cat4; 0.7
RTCB252.COB ; Cat4; 0.7
RTCP037.COB ; Cat4; 0.7
RTCP254.COB ; Cat4; 0.7
SOPP905.COB ; Cat4; 0.7
ALCP091.COB ; Cat4; 0.71
ALCP686.COB ; Cat4; 0.71
DABP736.COB ; Cat4; 0.71
HSPP085.COB ; Cat4; 0.71
LITB175.COB ; Cat4; 0.71
LITP218.COB ; Cat4; 0.71
OFCP457.COB ; Cat4; 0.71
OFCP479.COB ; Cat4; 0.71
ALCB530.COB ; Cat4; 0.72
ALCB576.COB ; Cat4; 0.72
ALCP644.COB ; Cat4; 0.72
LITP225.COB ; Cat4; 0.72
OFCP550.COB ; Cat4; 0.72
PRCU006.COB ; Cat4; 0.72
SFRP085.COB ; Cat4; 0.72
ALCB541.COB ; Cat4; 0.73
ALCP070.COB ; Cat4; 0.73
ALCP077.COB ; Cat4; 0.73
ALCP082.COB ; Cat4; 0.73
LADP130.COB ; Cat4; 0.73
LITP221.COB ; Cat4; 0.73
NOAU156.COB ; Cat4; 0.73
OFCP238.COB ; Cat4; 0.73
OFCP456.COB ; Cat4; 0.73
ALCP420.COB ; Cat4; 0.74
ALCP425.COB ; Cat4; 0.74
ALCP543.COB ; Cat4; 0.74
DABP738.COB ; Cat4; 0.74
LITP650.COB ; Cat4; 0.74
NOAU232.COB ; Cat4; 0.74
OFCP408.COB ; Cat4; 0.74
OFCP436.COB ; Cat4; 0.74
PRCP053.COB ; Cat4; 0.74
PRCP705.COB ; Cat4; 0.74
RTCP072.COB ; Cat4; 0.74
ALCB625.COB ; Cat4; 0.75
ALCP325.COB ; Cat4; 0.75
ALCP550.COB ; Cat4; 0.75
ALCP688.COB ; Cat4; 0.75
AMPU028.COB ; Cat4; 0.75
LITP219.COB ; Cat4; 0.75
OFCP407.COB ; Cat4; 0.75
OFCP524.COB ; Cat4; 0.75
OFCP615.COB ; Cat4; 0.75
PRCS054.COB ; Cat4; 0.75
RTCP383.COB ; Cat4; 0.75
ALCB506.COB ; Cat4; 0.76
ALCP084.COB ; Cat4; 0.76
ALCP331.COB ; Cat4; 0.76
HSPB020.COB ; Cat4; 0.76
OFCP369.COB ; Cat4; 0.76
OFCP495.COB ; Cat4; 0.76
OFCP870.COB ; Cat4; 0.76
SFRP680.COB ; Cat4; 0.76
ALCP072.COB ; Cat4; 0.77
ALCP089.COB ; Cat4; 0.77
ALCP345.COB ; Cat4; 0.77
ALCP520.COB ; Cat4; 0.77
ALCP639.COB ; Cat4; 0.77
LITP115.COB ; Cat4; 0.77
OFCP422.COB ; Cat4; 0.77
OFCP424.COB ; Cat4; 0.77
OFCP869.COB ; Cat4; 0.77
DABP430.COB ; Cat4; 0.78
OFCP298.COB ; Cat4; 0.78
PRCP140.COB ; Cat4; 0.78
PRCP311.COB ; Cat4; 0.78
PRCP312.COB ; Cat4; 0.78
RTCP280.COB ; Cat4; 0.78
RTCU031.COB ; Cat4; 0.78
SFRP690.COB ; Cat4; 0.78
ALCB343.COB ; Cat4; 0.79
ALCB655.COB ; Cat4; 0.79
ALCP022.COB ; Cat4; 0.79
ALCP687.COB ; Cat4; 0.79
HSPB002.COB ; Cat4; 0.79
LITB130.COB ; Cat4; 0.79
OFCP409.COB ; Cat4; 0.79
RTCU020.COB ; Cat4; 0.79
SFRP630.COB ; Cat4; 0.79
PRCP003.COB ; Cat4; 0.8
ALCB087.COB ; Cat4; 0.81
ALCB654.COB ; Cat4; 0.81
ALCP423.COB ; Cat4; 0.81
HSPP018.COB ; Cat4; 0.81
OFCP425.COB ; Cat4; 0.81
PRCP905.COB ; Cat4; 0.81
ALCB661.COB ; Cat4; 0.82
PRCU007.COB ; Cat4; 0.82
RTCP109.COB ; Cat4; 0.82
RTCP282.COB ; Cat4; 0.83
RTCU043.COB ; Cat4; 0.83
SFRP081.COB ; Cat4; 0.83
ALCP040.COB ; Cat4; 0.84
ALCP042.COB ; Cat4; 0.84
ALCP542.COB ; Cat4; 0.84
RTCP382.COB ; Cat4; 0.85
ALCP575.COB ; Cat4; 0.86
ALCP901.COB ; Cat4; 0.87
LITP214.COB ; Cat4; 0.87
PRCP040.COB ; Cat4; 0.87
PRCP080.COB ; Cat4; 0.87
ALCP579.COB ; Cat4; 0.88
PRCP005.COB ; Cat4; 0.88
PRCP052.COB ; Cat4; 0.88
PRCP160.COB ; Cat4; 0.88
PRCP190.COB ; Cat4; 0.88
PRCP812.COB ; Cat4; 0.88
RTCP111.COB ; Cat4; 0.88
RTCP381.COB ; Cat4; 0.88
RTCP420.COB ; Cat4; 0.88
RTCU013.COB ; Cat4; 0.88
L62U019.COB ; Cat4; 0.89
HSPP070.COB ; Cat4; 0.9
PRCP171.COB ; Cat4; 0.92
PRCP172.COB ; Cat4; 0.92
HSPU300.COB ; Cat4; 0.93
HSPU400.COB ; Cat4; 0.93
