filename; file size V1; file size V2; file size V1 no comment; file size V2 no comment; diff line count;LTS size V1; LTS size V2; CFG size V1; CFG size V2;;;;
LITS400.COB ;11468;6451;9394;4685;17921;3119;1662;2860;1242;;;;
LITS401.COB ;11223;5712;9267;4120;16937;3182;1773;2870;1285;;;;
LITS402.COB ;10807;5732;8819;4074;16541;2891;1652;2540;1163;;;;
LITS403.COB ;4538;1881;3761;1323;6421;1226;521;1117;391;;;;
LITS404.COB ;4563;1890;3780;1331;6455;1243;524;1130;392;;;;
LITS405.COB ;3208;1793;2590;1282;5003;1008;457;954;354;;;;
LITS406.COB ;3244;1715;2623;1218;4961;968;448;924;351;;;;
LITS407.COB ;4361;2064;3608;1447;6427;1055;526;990;396;;;;
LITS501.COB ;6080;4086;4634;2977;10168;2114;1091;1956;836;;;;
LITS502.COB ;3686;2410;2788;1739;6098;1306;635;1198;484;;;;
LITS503.COB ;2967;2026;2265;1466;4995;1059;508;969;381;;;;
LITS504.COB ;3073;2124;2351;1541;5199;1115;541;1025;407;;;;
LITS505.COB ;3426;2199;2580;1573;5627;1242;565;1139;418;;;;
LITS506.COB ;3426;2199;2576;1573;5627;1244;565;1141;418;;;;
LITS507.COB ;2959;1992;2273;1488;4953;1053;488;970;378;;;;
LITS508.COB ;4982;2903;3703;1984;7887;1637;818;1504;627;;;;
LITS509.COB ;3298;2092;2488;1469;5392;1137;562;1039;432;;;;
LITS510.COB ;7303;4838;5628;3543;12143;2424;1330;2202;989;;;;
LITS511.COB ;5068;3186;3826;2270;8256;1639;832;1503;629;;;;
LITS512.COB ;6621;3887;4802;2567;10510;2406;1096;2146;806;;;;
LITS513.COB ;3723;2462;2859;1781;6187;1273;642;1165;489;;;;
LITS600.COB ;5518;3411;4410;2472;8931;1831;898;1675;688;;;;
LITS601.COB ;2375;1310;1845;949;3687;777;316;736;243;;;;
LITS602.COB ;3146;1834;2542;1379;4982;974;486;867;356;;;;
LITS603.COB ;4694;2811;3712;2024;7507;1540;720;1422;556;;;;
LITS701.COB ;8496;4553;6931;3292;13051;2471;1188;2262;902;;;;
LITS702.COB ;8629;5040;7028;3739;13671;2500;1212;2296;916;;;;
LITS703.COB ;6848;3741;5550;2768;10591;2030;967;1856;714;;;;
LITS704.COB ;7329;4322;5889;3094;11653;2111;1081;1944;834;;;;
LITS705.COB ;4206;2252;3254;1562;6460;1387;589;1250;447;;;;
LITS706.COB ;8912;5285;7257;3928;14199;2609;1286;2389;969;;;;
LITS707.COB ;8634;5290;7040;3951;13926;2417;1262;2202;952;;;;
LITS708.COB ;11566;7270;9204;5304;18838;3210;1666;2975;1254;;;;
LITS709.COB ;2181;1194;1688;867;3377;714;285;678;219;;;;
LITS710.COB ;2791;1266;2151;856;4059;857;304;800;242;;;;
LITS900.COB ;2446;1357;1859;920;3805;765;328;719;247;;;;
LITS901.COB ;8309;3722;7101;2733;12033;2027;1053;1860;773;;;;
LITS902.COB ;7320;2719;6315;1969;10041;1657;813;1516;598;;;;
LITS903.COB ;2776;1229;2266;894;4007;765;247;733;189;;;;
LITS904.COB ;4391;2424;3526;1799;6817;1340;663;1223;491;;;;
LITU001.COB ;2178;1278;1759;783;3458;483;208;455;167;;;;
LITU002.COB ;1308;913;1018;562;2223;403;166;370;123;;;;
LITU003.COB ;1237;824;1017;545;2063;440;234;428;192;;;;
LITU004.COB ;951;625;756;400;1578;293;144;280;117;;;;
LITU005.COB ;1384;986;1185;641;2372;531;232;518;184;;;;
LITU006.COB ;7635;3933;6939;2833;11570;1975;1066;1853;794;;;;
LITU008.COB ;1189;962;1030;727;2153;365;197;360;167;;;;
LITU009.COB ;3665;1537;3313;1088;5204;446;237;417;173;;;;
LITU011.COB ;5023;1978;4525;1391;7003;770;355;675;235;;;;
LITVA01.COB ;690;496;544;348;1188;191;90;176;67;;;;
LITVA02.COB ;1875;1309;1729;1158;3186;431;334;296;190;;;;
LITVA03.COB ;862;625;716;474;1489;237;140;199;93;;;;
LITVA04.COB ;758;540;612;392;1300;199;98;180;71;;;;
LITVA05.COB ;848;606;702;455;1456;207;110;184;78;;;;
LITVA06.COB ;868;632;722;481;1502;239;142;200;94;;;;
LITVA07.COB ;758;540;612;392;1300;199;98;180;71;;;;
LITVA08.COB ;706;501;560;353;1209;189;88;175;66;;;;
LITVA09.COB ;633;455;487;307;1090;177;76;169;60;;;;
LITVA10.COB ;1438;1017;1292;866;2457;321;224;241;135;;;;
LITVA11.COB ;614;440;468;292;1056;179;78;170;61;;;;
LITVA12.COB ;854;610;708;459;1466;207;110;184;78;;;;
LITVA13.COB ;627;449;481;301;1078;181;80;171;62;;;;
LITVA14.COB ;930;666;784;515;1598;231;134;196;90;;;;
LITVA15.COB ;912;646;766;495;1560;219;122;190;84;;;;
LITVA16.COB ;736;526;590;378;1264;195;94;178;69;;;;
LITVA17.COB ;595;432;449;284;1029;177;76;169;60;;;;
LITVA18.COB ;666;480;520;332;1148;191;90;176;67;;;;
LITVA19.COB ;732;520;586;372;1254;191;90;176;67;;;;
LITVA20.COB ;732;520;586;372;1254;191;90;176;67;;;;
LITVA21.COB ;1059;766;913;615;1827;277;180;219;113;;;;
LITVA22.COB ;601;435;455;287;1038;179;78;170;61;;;;
LITVA23.COB ;627;454;481;306;1083;181;80;171;62;;;;
LITVA24.COB ;626;452;480;304;1080;183;82;172;63;;;;
LITVA25.COB ;595;432;449;284;1029;177;76;169;60;;;;
LITVA26.COB ;814;583;668;432;1399;205;108;183;77;;;;
LITVA27.COB ;656;471;510;323;1129;185;84;173;64;;;;
LITVA28.COB ;611;443;465;295;1056;179;78;170;61;;;;
LITVA30.COB ;1231;868;1085;717;2101;305;208;233;127;;;;
LITVA31.COB ;723;498;577;350;1223;177;76;169;60;;;;
LITVA32.COB ;740;541;594;390;1283;213;116;187;81;;;;
LITVA34.COB ;753;549;607;398;1304;215;118;188;82;;;;
LITVA37.COB ;726;531;580;380;1259;209;112;185;79;;;;
LITVA38.COB ;1230;874;1084;723;2106;307;210;234;128;;;;
LITVA39.COB ;1040;741;894;590;1783;249;152;205;99;;;;
LITVA40.COB ;636;453;490;305;1091;177;76;169;60;;;;
LITVA41.COB ;977;693;831;542;1672;243;146;202;96;;;;
LITVA42.COB ;1052;751;906;600;1805;273;176;217;111;;;;
LITVA43.COB ;936;668;790;517;1606;219;122;190;84;;;;
LITVA44.COB ;1483;1060;1337;909;2545;361;264;261;155;;;;
LITVA45.COB ;1142;886;996;730;2030;249;152;205;99;;;;
LITVA46.COB ;848;608;702;457;1458;203;106;182;76;;;;
LITVA47.COB ;716;527;570;376;1245;209;112;185;79;;;;
LITVA48.COB ;718;527;572;376;1247;209;112;185;79;;;;
LITVA49.COB ;1179;808;1033;660;1989;189;88;175;66;;;;
LITVA80.COB ;1144;814;998;663;1960;291;194;226;120;;;;
LITVA87.COB ;779;556;633;408;1337;185;84;173;64;;;;
LITVA90.COB ;832;592;686;444;1426;199;98;180;71;;;;
LITVA91.COB ;832;589;686;441;1423;197;96;179;70;;;;
LITVC01.COB ;786;557;640;409;1345;197;96;179;70;;;;
LITVC02.COB ;864;606;718;458;1472;199;98;180;71;;;;
LITVC03.COB ;828;592;682;441;1422;203;106;182;76;;;;
LITVC04.COB ;802;580;656;429;1384;223;126;192;86;;;;
LITVC05.COB ;741;542;595;391;1285;213;116;187;81;;;;
LITVC06.COB ;892;625;746;477;1519;201;100;181;72;;;;
LITVC07.COB ;830;587;684;439;1419;201;100;181;72;;;;
LITVC08.COB ;1423;1008;1277;857;2433;345;248;253;147;;;;
LITVC09.COB ;606;439;460;291;1047;177;76;169;60;;;;
LITVC11.COB ;854;610;708;459;1466;207;110;184;78;;;;
LITVC12.COB ;854;610;708;459;1466;207;110;184;78;;;;
NOAB004.COB ;3450;2131;2936;1416;5583;774;402;735;314;;;;
NOAB005.COB ;4347;2765;3654;1862;7114;1093;597;1032;458;;;;
NOAB015.COB ;1469;1348;1216;997;2819;470;269;462;234;;;;
NOAB016.COB ;1469;1345;1216;994;2816;471;269;463;233;;;;
NOAB017.COB ;1275;1146;1043;831;2423;383;215;374;184;;;;
NOAB018.COB ;1198;1043;971;737;2243;333;180;326;154;;;;
NOAB019.COB ;1614;1448;1340;1031;3064;642;366;638;312;;;;
NOAB020.COB ;1196;1060;971;758;2258;355;199;349;172;;;;
NOAB021.COB ;2234;1527;1769;946;3763;468;269;452;225;;;;
NOAB022.COB ;3179;2173;2519;1372;5354;816;493;788;391;;;;
NOAB023.COB ;1331;928;1079;606;2261;294;141;289;122;;;;
NOAB024.COB ;1646;1200;1359;832;2848;470;247;466;224;;;;
NOAB025.COB ;3433;2546;2924;1806;5981;1083;637;1051;535;;;;
NOAB030.COB ;2312;1370;1851;856;3684;621;258;613;209;;;;
NOAB045.COB ;4149;3298;3683;2576;7449;1345;807;1334;670;;;;
NOAB046.COB ;3116;2273;2752;1746;5391;930;533;920;449;;;;
NOAB047.COB ;3116;2556;2634;1867;5674;1071;650;1041;535;;;;
NOAB048.COB ;3559;2508;3093;1861;6069;985;577;959;482;;;;
NOAB053.COB ;2581;2012;2228;1488;4595;854;496;843;414;;;;
NOAB059.COB ;3516;2484;3056;1838;6002;979;579;954;480;;;;
NOAB071.COB ;2590;1933;2231;1449;4525;744;413;724;340;;;;
NOAB119.COB ;3336;2137;2838;1445;5475;775;405;732;316;;;;
NOAB122.COB ;4399;2828;3608;1873;7229;1266;684;1194;530;;;;
NOAB124.COB ;5941;3541;4968;2396;9484;1656;982;1570;783;;;;
NOAB125.COB ;3354;2129;2783;1420;5485;945;508;907;418;;;;
NOAB127.COB ;4222;2709;3545;1819;6933;1098;603;1037;464;;;;
NOAB129.COB ;4162;2309;3619;1629;6473;1203;588;1047;393;;;;
NOAB131.COB ;6762;4399;5601;3030;11163;2301;1263;1989;854;;;;
NOAB167.COB ;4109;2625;3546;1850;6736;1167;737;1129;598;;;;
NOAB185.COB ;3897;1957;3414;1359;5856;724;403;686;324;;;;
NOAB188.COB ;4900;2881;4209;2042;7783;1143;642;1113;539;;;;
NOAB191.COB ;2530;1954;2146;1412;4486;651;323;641;261;;;;
NOAB203.COB ;1986;1569;1666;1149;3557;672;358;652;295;;;;
NOAB210.COB ;3845;2964;3179;2107;6811;1129;658;1090;544;;;;
NOAB211.COB ;5311;4004;4421;2856;9317;1774;1069;1726;850;;;;
NOAB217.COB ;2101;1529;1795;1104;3632;609;381;598;326;;;;
NOAB218.COB ;4530;3440;4023;2716;7972;1534;979;1467;784;;;;
NOAB227.COB ;5754;3601;4932;2513;9357;1671;859;1411;538;;;;
NOAB235.COB ;10924;7894;9476;5993;18820;3368;2024;3269;1674;;;;
NOAB236.COB ;15268;12807;12588;9188;28077;6070;3987;5810;3228;;;;
NOAB237.COB ;7581;5405;6429;3883;12988;2560;1537;2411;1210;;;;
NOAB239.COB ;2699;2134;2312;1631;4835;729;380;707;326;;;;
NOAB246.COB ;2820;2029;2431;1524;4851;812;484;791;411;;;;
NOAB251.COB ;8651;5763;7646;4332;14416;2809;1788;2582;1416;;;;
NOAB252.COB ;3248;2406;2843;1819;5656;974;478;866;313;;;;
NOAB263.COB ;1971;1553;1685;1155;3526;476;226;458;180;;;;
NOAB264.COB ;3043;2630;2625;2057;5675;822;438;797;354;;;;
NOAB267.COB ;2408;1618;2096;1184;4028;596;318;577;268;;;;
NOAB401.COB ;4293;2380;3733;1676;6675;1205;589;1049;394;;;;
NOAB404.COB ;11205;8160;9716;6179;19367;3490;2137;3383;1775;;;;
NOAB405.COB ;15670;12919;13000;9392;28591;5903;3628;5632;2931;;;;
NOAB406.COB ;9545;6727;8267;5034;16274;2989;1826;2826;1440;;;;
NOAB407.COB ;4533;2952;3726;1932;7487;1268;684;1196;530;;;;
NOAB408.COB ;6547;4127;5460;2803;10676;1857;1087;1755;863;;;;
NOAB409.COB ;3798;2247;3264;1478;6047;1136;437;1087;308;;;;
NOAB410.COB ;6218;4018;5315;2809;10238;1828;977;1551;649;;;;
NOAB411.COB ;6582;4029;5454;2757;10613;1824;918;1668;704;;;;
NOAB412.COB ;7034;4556;5856;3116;11592;2303;1269;1991;859;;;;
NOAB415.COB ;3252;2489;2846;1895;5743;979;489;871;322;;;;
NOAB424.COB ;4075;3051;3576;2279;7128;1162;646;1123;511;;;;
NOAB425.COB ;3389;2144;2821;1427;5535;896;487;860;401;;;;
NOAB426.COB ;1444;991;1204;686;2437;361;182;350;155;;;;
NOAB432.COB ;2447;1799;2059;1292;4248;557;294;537;236;;;;
NOAB451.COB ;2097;1493;1801;1086;3592;569;315;554;265;;;;
NOAB506.COB ;1637;1240;1361;865;2879;397;221;393;186;;;;
NOAB560.COB ;6114;5680;5462;4565;11796;2255;1272;2230;1066;;;;
NOAB562.COB ;4620;4094;4095;3226;8716;1637;907;1615;749;;;;
NOAB565.COB ;13154;11507;12267;9997;24663;5291;3339;4852;2604;;;;
NOAB566.COB ;14927;13243;14017;11661;28172;5510;3666;4944;2770;;;;
NOAB567.COB ;19605;17150;18528;15337;36757;6378;4454;5572;3292;;;;
NOAB568.COB ;14009;12441;13062;10796;26452;5530;3651;5038;2840;;;;
NOAB581.COB ;2130;1497;1751;1009;3629;581;277;575;239;;;;
NOAB582.COB ;2052;1514;1673;1024;3568;585;279;579;241;;;;
NOAB583.COB ;1707;1187;1378;775;2896;443;189;437;161;;;;
NOAB584.COB ;1596;1175;1267;764;2773;443;189;437;161;;;;
NOAB735.COB ;2991;2503;2686;2047;5496;803;476;798;405;;;;
NOAB774.COB ;1995;1457;1711;1051;3454;499;285;489;240;;;;
NOAB776.COB ;1921;1508;1628;1087;3431;598;362;586;295;;;;
NOAB778.COB ;1651;1102;1416;812;2755;426;197;407;153;;;;
NOAB779.COB ;1651;1102;1416;812;2755;426;197;407;153;;;;
NOAB780.COB ;1651;1102;1416;812;2755;426;197;407;153;;;;
NOAB781.COB ;1651;1102;1416;812;2755;426;197;407;153;;;;
NOAB852.COB ;1403;1210;1160;866;2615;460;276;454;228;;;;
NOAB857.COB ;2344;1939;2018;1452;4285;848;508;822;421;;;;
NOAB860.COB ;2898;2150;2528;1618;5050;861;521;832;415;;;;
NOAB862.COB ;2662;1999;2324;1492;4663;935;617;929;522;;;;
NOAB863.COB ;1442;1224;1181;863;2668;481;279;474;231;;;;
NOAB865.COB ;3154;2448;2747;1841;5604;1232;775;1226;676;;;;
NOAB866.COB ;2017;1737;1697;1302;3756;540;337;523;272;;;;
NOAB867.COB ;3622;2604;3205;1973;6228;1375;791;1361;693;;;;
NOAB868.COB ;1803;1446;1538;1063;3251;597;369;584;302;;;;
NOAB869.COB ;1618;1412;1337;1000;3032;612;377;604;313;;;;
NOAB886.COB ;1942;1423;1661;1033;3367;561;346;555;286;;;;
NOAB891.COB ;1758;1423;1476;1016;3183;573;346;565;286;;;;
NOAB896.COB ;5401;3887;4708;2878;9290;2019;1303;1977;1075;;;;
NOAC168.COB ;3463;2477;2800;1946;5942;1306;648;1176;467;;;;
NOAP001.COB ;2639;1797;2204;1154;4438;919;308;852;223;;;;
NOAP002.COB ;2321;1423;1931;899;3746;546;248;509;189;;;;
NOAP003.COB ;4852;4091;3818;2486;8945;2291;1022;2079;746;;;;
NOAP007.COB ;544;440;425;261;986;123;28;122;21;;;;
NOAP008.COB ;2316;1763;2029;1280;4081;1084;556;1060;399;;;;
NOAP009.COB ;1740;1375;1482;973;3117;695;334;647;238;;;;
NOAP010.COB ;1634;1209;1385;829;2845;649;294;629;214;;;;
NOAP011.COB ;516;450;393;266;968;163;45;159;33;;;;
NOAP012.COB ;763;686;617;456;1451;267;83;254;61;;;;
NOAP013.COB ;686;621;562;417;1309;223;92;203;67;;;;
NOAP026.COB ;1895;919;1678;585;2816;390;190;381;155;;;;
NOAP027.COB ;2922;2078;2297;1294;5002;890;452;879;354;;;;
NOAP028.COB ;3123;2330;2542;1576;5455;885;388;826;275;;;;
NOAP029.COB ;1760;1398;1546;1055;3160;378;138;361;69;;;;
NOAP032.COB ;646;407;518;243;1055;115;41;113;35;;;;
NOAP049.COB ;1262;939;1048;670;2203;252;121;250;107;;;;
NOAP050.COB ;826;538;650;315;1366;167;45;166;39;;;;
NOAP051.COB ;1402;845;1164;543;2249;282;111;278;89;;;;
NOAP052.COB ;1361;973;1129;647;2336;312;147;309;123;;;;
NOAP054.COB ;1182;785;938;486;1969;383;176;374;151;;;;
NOAP058.COB ;1973;1322;1678;952;3297;559;235;544;196;;;;
NOAP060.COB ;1579;659;1439;476;2240;179;62;165;43;;;;
NOAP072.COB ;879;526;692;312;1407;170;55;168;47;;;;
NOAP073.COB ;841;574;651;343;1417;200;74;199;62;;;;
NOAP074.COB ;1372;917;1124;604;2291;446;200;437;157;;;;
NOAP075.COB ;2064;1265;1738;849;3331;450;234;438;201;;;;
NOAP082.COB ;1258;861;1027;557;2121;358;155;336;123;;;;
NOAP118.COB ;2402;1449;2021;928;3853;623;273;577;206;;;;
NOAP120.COB ;4772;4077;3978;2788;8851;2256;1090;1978;772;;;;
NOAP126.COB ;4555;3840;3578;2310;8397;2187;949;1984;696;;;;
NOAP128.COB ;6418;5878;5219;3956;12298;3306;1580;2903;1141;;;;
NOAP132.COB ;5503;3687;4853;2830;9192;1747;1043;1597;756;;;;
NOAP134.COB ;7662;3997;6644;2708;11661;1787;1044;1676;790;;;;
NOAP144.COB ;1663;1520;1512;1278;3185;316;80;315;54;;;;
NOAP145.COB ;1632;1515;1460;1256;3149;298;85;297;63;;;;
NOAP146.COB ;609;458;478;274;1069;131;51;130;44;;;;
NOAP168.COB ;1491;839;1270;558;2332;325;114;303;91;;;;
NOAP169.COB ;1760;851;1511;544;2613;272;122;264;103;;;;
NOAP187.COB ;949;637;763;379;1588;172;84;170;73;;;;
NOAP190.COB ;874;591;695;342;1467;174;75;171;62;;;;
NOAP198.COB ;2148;1630;1809;1175;3780;788;434;733;334;;;;
NOAP199.COB ;1404;952;1141;616;2358;341;149;335;129;;;;
NOAP200.COB ;1949;1157;1626;771;3108;482;267;481;239;;;;
NOAP201.COB ;10894;7719;9727;5996;18615;4331;2870;4110;2298;;;;
NOAP202.COB ;1250;887;1007;556;2139;274;138;264;111;;;;
NOAP206.COB ;1667;1243;1324;753;2912;563;228;534;176;;;;
NOAP209.COB ;1440;960;1111;544;2402;470;191;462;160;;;;
NOAP212.COB ;577;403;421;209;982;123;39;121;34;;;;
NOAP215.COB ;824;508;658;278;1334;139;64;138;57;;;;
NOAP216.COB ;1066;708;866;442;1776;149;67;148;58;;;;
NOAP220.COB ;1405;944;1128;586;2351;269;96;268;74;;;;
NOAP230.COB ;2153;1360;1808;931;3515;571;323;563;275;;;;
NOAP238.COB ;3499;1891;3034;1321;5392;750;390;721;317;;;;
NOAP240.COB ;2103;1445;1650;876;3550;392;208;360;160;;;;
NOAP244.COB ;1849;1163;1543;722;3014;496;254;481;207;;;;
NOAP245.COB ;1987;1204;1664;812;3193;542;271;526;225;;;;
NOAP255.COB ;1349;811;1124;501;2162;204;113;201;97;;;;
NOAP258.COB ;1970;1243;1611;764;3215;571;236;554;193;;;;
NOAP261.COB ;1506;1062;1172;637;2570;462;179;451;146;;;;
NOAP269.COB ;1108;761;879;433;1871;337;95;327;73;;;;
NOAP270.COB ;697;440;524;224;1139;135;42;133;37;;;;
NOAP300.COB ;2263;1502;1943;1033;3767;662;294;644;237;;;;
NOAP301.COB ;762;588;610;386;1352;193;72;183;55;;;;
NOAP302.COB ;724;569;570;366;1295;180;69;171;54;;;;
NOAP303.COB ;724;569;570;366;1295;180;69;171;54;;;;
NOAP304.COB ;10350;8677;9287;6913;19029;3817;2303;3693;1876;;;;
NOAP305.COB ;984;713;812;503;1699;178;58;177;49;;;;
NOAP306.COB ;645;397;512;229;1044;126;38;120;30;;;;
NOAP307.COB ;596;347;476;189;945;100;29;98;24;;;;
NOAP308.COB ;578;331;463;182;911;92;27;90;23;;;;
NOAP309.COB ;1239;746;1036;477;1987;373;182;372;160;;;;
NOAP311.COB ;1021;709;817;444;1732;188;70;187;63;;;;
NOAP312.COB ;853;399;725;229;1254;102;33;101;27;;;;
NOAP313.COB ;1000;604;845;404;1606;193;62;182;45;;;;
NOAP314.COB ;3148;1754;2796;1249;4904;747;386;707;308;;;;
NOAP315.COB ;1270;722;1056;449;1994;247;99;236;79;;;;
NOAP316.COB ;941;461;809;288;1404;152;46;142;33;;;;
NOAP317.COB ;1709;1009;1452;666;2720;408;139;388;107;;;;
NOAP318.COB ;1514;900;1264;578;2416;405;187;387;148;;;;
NOAP340.COB ;1311;938;1064;605;2251;335;161;332;141;;;;
NOAP400.COB ;5635;4907;4738;3416;10544;2755;1332;2403;944;;;;
NOAP402.COB ;6726;6052;5472;4058;12780;3403;1638;2980;1176;;;;
NOAP403.COB ;5499;3665;4857;2821;9166;1741;1039;1591;752;;;;
NOAP413.COB ;1422;754;1158;484;2178;369;81;341;53;;;;
NOAP414.COB ;2170;1400;1788;921;3572;507;221;443;150;;;;
NOAP418.COB ;1379;1151;1180;867;2532;427;200;386;143;;;;
NOAP430.COB ;1075;759;868;505;1836;190;77;187;68;;;;
NOAP431.COB ;898;607;758;411;1507;160;58;148;45;;;;
NOAP434.COB ;801;525;614;305;1328;190;63;188;54;;;;
NOAP435.COB ;771;620;620;411;1393;189;86;177;67;;;;
NOAP436.COB ;1147;698;926;444;1847;212;94;210;83;;;;
NOAP437.COB ;2493;1442;2214;1086;3937;528;350;495;271;;;;
NOAP438.COB ;1176;824;937;485;2002;262;125;261;108;;;;
NOAP450.COB ;3255;1583;2852;1060;4840;705;401;691;320;;;;
NOAP452.COB ;606;366;477;195;974;101;22;99;19;;;;
NOAP503.COB ;1243;514;1054;323;1759;215;54;203;44;;;;
NOAP504.COB ;789;499;645;281;1290;203;81;202;68;;;;
NOAP505.COB ;927;582;757;335;1511;143;68;142;60;;;;
NOAP561.COB ;4627;3183;4126;2295;7812;1492;501;1470;375;;;;
NOAP563.COB ;3021;1561;2730;1126;4584;827;457;826;351;;;;
NOAP585.COB ;1191;899;967;579;2092;368;146;365;126;;;;
NOAP586.COB ;994;688;799;434;1684;251;104;250;89;;;;
NOAP587.COB ;1121;811;913;525;1934;321;138;320;116;;;;
NOAP701.COB ;2625;1703;2280;1232;4330;700;331;658;250;;;;
NOAP702.COB ;1598;1170;1349;813;2770;392;112;375;78;;;;
NOAP703.COB ;1423;987;1191;686;2412;350;121;331;92;;;;
NOAP704.COB ;1600;1138;1311;773;2740;386;174;361;134;;;;
NOAP705.COB ;1778;1204;1521;869;2984;495;188;464;142;;;;
NOAP706.COB ;1537;1141;1289;809;2680;394;162;370;122;;;;
NOAP707.COB ;2357;1725;2068;1310;4084;675;303;624;232;;;;
NOAP708.COB ;2083;1384;1790;977;3469;501;236;470;190;;;;
NOAP709.COB ;1226;771;997;481;1999;286;107;277;86;;;;
NOAP710.COB ;1532;1036;1297;725;2570;377;151;348;106;;;;
NOAP711.COB ;1492;1004;1272;729;2498;367;151;331;102;;;;
NOAP712.COB ;1114;854;903;589;1970;296;107;277;76;;;;
NOAP713.COB ;1370;992;1127;669;2364;376;152;352;116;;;;
NOAP714.COB ;1559;1187;1287;813;2748;478;218;455;174;;;;
NOAP715.COB ;1521;1158;1271;814;2681;443;193;418;149;;;;
NOAP716.COB ;1771;1303;1520;953;3076;477;218;438;161;;;;
NOAP717.COB ;950;659;740;407;1611;238;79;231;65;;;;
NOAP718.COB ;959;696;746;428;1657;250;86;243;71;;;;
NOAP719.COB ;1438;1100;1200;791;2540;395;168;367;120;;;;
NOAP720.COB ;2050;1296;1792;930;3348;506;246;487;205;;;;
NOAP721.COB ;1511;1017;1281;722;2530;393;155;371;121;;;;
NOAP722.COB ;2821;1844;2574;1419;4667;706;330;633;230;;;;
NOAP723.COB ;3133;2181;2780;1625;5316;1081;494;1016;369;;;;
NOAP724.COB ;2243;1613;1974;1222;3858;659;268;589;174;;;;
NOAP725.COB ;1716;1201;1458;848;2919;552;244;528;199;;;;
NOAP726.COB ;1796;1056;1617;774;2854;405;135;369;84;;;;
NOAP727.COB ;1367;913;1161;613;2282;399;151;354;89;;;;
NOAP728.COB ;1476;1057;1236;736;2535;477;190;453;152;;;;
NOAP729.COB ;2734;1896;2388;1363;4632;984;448;936;356;;;;
NOAP730.COB ;4026;2267;3728;1801;6295;1091;634;1036;493;;;;
NOAP731.COB ;1919;1051;1700;771;2972;343;119;326;87;;;;
NOAP732.COB ;1546;955;1327;675;2503;359;125;338;89;;;;
NOAP733.COB ;2219;1028;1992;731;3249;374;136;352;98;;;;
NOAP734.COB ;1623;1017;1395;720;2642;398;142;370;100;;;;
NOAP736.COB ;2376;1600;2107;1215;3978;722;365;672;288;;;;
NOAP740.COB ;3352;2040;2915;1412;5394;694;332;661;262;;;;
NOAP741.COB ;2285;1692;1951;1221;3979;722;406;693;339;;;;
NOAP742.COB ;1740;1417;1462;1009;3159;613;328;587;264;;;;
NOAP743.COB ;2381;1813;2042;1328;4196;770;458;738;384;;;;
NOAP744.COB ;2243;1715;1917;1238;3960;720;400;686;325;;;;
NOAP745.COB ;3514;2883;2976;2064;6399;1381;812;1317;656;;;;
NOAP746.COB ;2627;2020;2264;1499;4649;846;453;794;352;;;;
NOAP747.COB ;3451;2726;2945;1957;6179;1310;753;1246;599;;;;
NOAP748.COB ;2407;1937;2053;1413;4346;843;439;795;341;;;;
NOAP749.COB ;2897;2426;2484;1771;5325;1131;643;1055;498;;;;
NOAP750.COB ;3343;2726;2836;1958;6071;1273;725;1212;577;;;;
NOAP751.COB ;2215;1692;1879;1213;3909;741;354;699;270;;;;
NOAP752.COB ;1374;915;1141;564;2291;271;118;261;99;;;;
NOAP753.COB ;1173;813;953;543;1988;351;137;332;102;;;;
NOAP754.COB ;894;679;688;431;1575;268;97;255;74;;;;
NOAP771.COB ;2345;1937;1862;1310;4284;710;314;668;219;;;;
NOAP772.COB ;954;719;739;446;1675;253;91;249;74;;;;
NOAP773.COB ;708;521;569;332;1231;190;58;176;41;;;;
NOAP775.COB ;1312;998;1026;634;2312;366;164;351;133;;;;
NOAP777.COB ;680;425;525;251;1107;128;45;126;38;;;;
NOAP801.COB ;876;473;705;267;1351;160;51;157;42;;;;
NOAP849.COB ;730;615;579;411;1347;218;64;200;41;;;;
NOAP850.COB ;1219;789;1017;511;2010;314;156;310;134;;;;
NOAP851.COB ;1011;881;822;605;1894;318;166;295;121;;;;
NOAP853.COB ;1151;751;944;488;1904;293;139;289;117;;;;
NOAP854.COB ;2914;2370;2515;1748;5286;1036;604;962;489;;;;
NOAP855.COB ;2156;1577;1796;1105;3735;692;401;635;299;;;;
NOAP856.COB ;1464;946;1229;632;2412;398;209;385;175;;;;
NOAP858.COB ;1193;826;980;544;2021;370;181;364;153;;;;
NOAP859.COB ;1832;1560;1506;1093;3394;774;467;736;370;;;;
NOAP861.COB ;2834;1476;2534;1045;4312;701;374;692;316;;;;
NOAP870.COB ;1056;599;909;385;1657;202;123;201;101;;;;
NOAP871.COB ;3538;2779;3014;2119;6319;1102;715;985;560;;;;
NOAP872.COB ;2064;1190;1738;791;3256;456;223;439;184;;;;
NOAP873.COB ;1816;1061;1585;735;2879;337;149;316;112;;;;
NOAP874.COB ;1413;727;1237;453;2142;183;72;179;60;;;;
NOAP875.COB ;3807;2366;3364;1717;6175;940;572;850;459;;;;
NOAP876.COB ;1429;765;1258;502;2196;207;100;182;70;;;;
NOAP877.COB ;3093;2162;2800;1650;5257;1003;616;864;422;;;;
NOAP878.COB ;1729;986;1476;638;2717;345;158;328;131;;;;
NOAP879.COB ;3526;2224;3088;1548;5752;1008;593;917;461;;;;
NOAP880.COB ;1497;796;1310;509;2295;215;101;206;81;;;;
NOAP881.COB ;1753;875;1527;552;2630;270;122;265;105;;;;
