filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2;133;%Explored V1;% Explored V2;%Match V1;%Match V2;; Explored V2 ; matches V2;% Ex;% match;Inc ex;inc Match;
LITS312.COB ;2598;1475;871;360; False;34;20;34;18;0;0;;4%;6%;4%;5%;;26;18;7%;5%;1%;0%;
LITS313.COB ;2251;1274;730;298; False;34;20;34;18;0;0;;5%;7%;5%;6%;;26;18;9%;6%;2%;0%;
LITS315.COB ;13703;7240;3475;1869; False;35;20;35;18;0;0;;1%;1%;1%;1%;;26;18;1%;1%;0%;0%;
LITS316.COB ;3932;2369;1349;714; False;35;20;35;18;0;0;;3%;3%;3%;3%;;26;18;4%;3%;1%;0%;
LITS318.COB ;3414;1691;1173;437; False;25;16;25;14;0;0;;2%;4%;2%;3%;;22;14;5%;3%;1%;0%;
LITS319.COB ;3996;1872;1286;513; False;20;12;20;10;0;0;;2%;2%;2%;2%;;18;10;4%;2%;2%;0%;
LITS320.COB ;6874;3472;1715;850; False;35;20;35;18;0;0;;2%;2%;2%;2%;;26;18;3%;2%;1%;0%;
LITS321.COB ;9350;4594;2147;1155; False;35;20;35;18;0;0;;2%;2%;2%;2%;;26;18;2%;2%;0%;0%;
LITS322.COB ;9476;4588;3630;1672; False;34;20;34;18;0;0;;1%;1%;1%;1%;;26;18;2%;1%;1%;0%;
LITS323.COB ;9442;4637;3630;1697; False;34;20;34;18;0;0;;1%;1%;1%;1%;;26;18;2%;1%;1%;0%;
LITS324.COB ;8194;3824;1880;1050; False;35;20;35;18;0;0;;2%;2%;2%;2%;;26;18;2%;2%;0%;0%;
LITS400.COB ;11468;6451;3106;1745; False;34;20;34;18;0;0;;1%;1%;1%;1%;;26;18;1%;1%;0%;0%;
LITS401.COB ;11223;5712;3182;1842; False;34;20;34;18;0;0;;1%;1%;1%;1%;;26;18;1%;1%;0%;0%;
LITS402.COB ;10807;5732;2891;1603; False;35;20;35;18;0;0;;1%;1%;1%;1%;;26;18;2%;1%;1%;0%;
LITS403.COB ;4538;1881;1226;546; False;35;20;35;18;0;0;;3%;4%;3%;3%;;26;18;5%;3%;1%;0%;
LITS404.COB ;4563;1890;1243;553; False;35;20;35;18;0;0;;3%;4%;3%;3%;;26;18;5%;3%;1%;0%;
LITS405.COB ;3208;1793;1006;455; False;34;20;34;18;0;0;;3%;4%;3%;4%;;26;18;6%;4%;2%;0%;
LITS406.COB ;3244;1715;966;445; False;34;20;34;18;0;0;;4%;4%;4%;4%;;26;18;6%;4%;2%;0%;
LITS407.COB ;4361;2064;1055;555; False;34;20;34;18;0;0;;3%;4%;3%;3%;;26;18;5%;3%;1%;0%;
LITS501.COB ;6080;4086;2110;1082; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;1%;1%;0%;0%;
LITS502.COB ;3686;2410;1303;632; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
LITS503.COB ;2967;2026;1056;506; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
LITS504.COB ;3073;2124;1112;539; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
LITS505.COB ;3426;2199;1240;561; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
LITS506.COB ;3426;2199;1242;561; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
LITS507.COB ;2959;1992;1051;484; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
LITS508.COB ;4982;2903;1637;808; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
LITS509.COB ;3298;2092;1135;557; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
LITS510.COB ;7303;4838;2422;1304; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;1%;1%;0%;0%;
LITS511.COB ;5068;3186;1639;825; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
LITS512.COB ;6621;3887;2404;1072; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;1%;1%;0%;0%;
LITS513.COB ;3723;2462;1271;636; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
LITS600.COB ;5518;3411;1827;927; False;33;20;33;18;0;0;;2%;2%;2%;2%;;26;18;3%;2%;1%;0%;
LITS601.COB ;2375;1310;777;320; False;34;20;34;18;0;0;;4%;6%;4%;6%;;26;18;8%;6%;2%;0%;
LITS602.COB ;3146;1834;974;490; False;35;20;35;18;0;0;;4%;4%;4%;4%;;26;18;5%;4%;1%;0%;
LITS603.COB ;4694;2811;1534;745; False;34;20;34;18;0;0;;2%;3%;2%;2%;;26;18;3%;2%;0%;0%;
LITS701.COB ;8496;4553;2466;1225; False;33;20;33;18;0;0;;1%;2%;1%;1%;;26;18;2%;1%;0%;0%;
LITS702.COB ;8629;5040;2496;1247; False;33;20;33;18;0;0;;1%;2%;1%;1%;;26;18;2%;1%;0%;0%;
LITS703.COB ;6848;3741;2030;1014; False;34;20;34;18;0;0;;2%;2%;2%;2%;;26;18;3%;2%;1%;0%;
LITS704.COB ;7329;4322;2107;1097; False;35;20;35;18;0;0;;2%;2%;2%;2%;;26;18;2%;2%;0%;0%;
LITS705.COB ;4206;2252;1387;587; False;35;20;35;18;0;0;;3%;3%;3%;3%;;26;18;4%;3%;1%;0%;
LITS706.COB ;8912;5285;2605;1323; False;33;20;33;18;0;0;;1%;2%;1%;1%;;26;18;2%;1%;0%;0%;
LITS707.COB ;8634;5290;2412;1304; False;33;20;33;18;0;0;;1%;2%;1%;1%;;26;18;2%;1%;0%;0%;
LITS708.COB ;11566;7270;3201;1778; False;35;20;35;18;0;0;;1%;1%;1%;1%;;26;18;1%;1%;0%;0%;
LITS709.COB ;2181;1194;714;289; False;34;20;34;18;0;0;;5%;7%;5%;6%;;26;18;9%;6%;2%;0%;
LITS710.COB ;2791;1266;857;301; False;20;12;20;10;0;0;;2%;4%;2%;3%;;18;10;6%;3%;2%;0%;
LITS900.COB ;2446;1357;765;335; False;35;20;35;18;0;0;;5%;6%;5%;5%;;26;18;8%;5%;2%;0%;
LITS901.COB ;8309;3722;2027;1051; False;35;20;35;18;0;0;;2%;2%;2%;2%;;26;18;2%;2%;0%;0%;
LITS902.COB ;7320;2719;1657;807; False;35;20;35;18;0;0;;2%;2%;2%;2%;;26;18;3%;2%;1%;0%;
LITS903.COB ;2776;1229;765;243; False;35;20;35;18;0;0;;5%;8%;5%;7%;;26;18;11%;7%;3%;0%;
LITS904.COB ;4391;2424;1340;683; False;20;12;20;10;0;0;;1%;2%;1%;1%;;18;10;3%;1%;1%;0%;
LITU001.COB ;2178;1278;483;203; False;37;18;37;16;0;0;;8%;9%;8%;8%;;35;27;17%;13%;8%;5%;
LITU002.COB ;1308;913;403;163; False;38;18;38;16;0;0;;9%;11%;9%;10%;;31;25;19%;15%;8%;5%;
LITU003.COB ;1237;824;440;220; False;49;27;49;25;0;0;;11%;12%;11%;11%;;30;26;14%;12%;2%;1%;
LITU004.COB ;951;625;293;142; False;49;27;49;25;0;0;;17%;19%;17%;18%;;30;26;21%;18%;2%;0%;
LITU005.COB ;1384;986;531;223; False;61;39;61;37;0;0;;11%;17%;11%;17%;;49;35;22%;16%;5%;-1%;
LITU006.COB ;7635;3933;1975;1034; False;60;42;60;40;0;0;;3%;4%;3%;4%;;56;42;5%;4%;1%;0%;
LITU008.COB ;1189;962;365;197; False;111;56;111;54;0;0;;30%;28%;30%;27%;;60;50;30%;25%;2%;-2%;
LITU009.COB ;3665;1537;446;233; False;75;43;75;41;0;0;;17%;18%;17%;18%;;43;32;18%;14%;0%;-4%;
LITU011.COB ;5023;1978;770;358; False;64;33;64;28;0;0;;8%;9%;8%;8%;;39;27;11%;8%;2%;0%;
LITVA01.COB ;690;496;191;90; False;43;21;41;19;0;0;;23%;23%;21%;21%;;67;31;74%;34%;51%;13%;
LITVA02.COB ;1875;1309;431;334; False;43;21;41;19;0;0;;10%;6%;10%;6%;;60;38;18%;11%;12%;5%;
LITVA03.COB ;862;625;237;140; False;43;21;41;19;0;0;;18%;15%;17%;14%;;60;38;43%;27%;28%;13%;
LITVA04.COB ;758;540;199;98; False;43;21;41;19;0;0;;22%;21%;21%;19%;;67;31;68%;32%;47%;13%;
LITVA05.COB ;848;606;207;110; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;55%;35%;36%;18%;
LITVA06.COB ;868;632;239;142; False;43;21;41;19;0;0;;18%;15%;17%;13%;;60;38;42%;27%;27%;14%;
LITVA07.COB ;758;540;199;98; False;43;21;41;19;0;0;;22%;21%;21%;19%;;67;31;68%;32%;47%;13%;
LITVA08.COB ;706;501;189;88; False;43;21;41;19;0;0;;23%;24%;22%;22%;;67;31;76%;35%;52%;13%;
LITVA09.COB ;633;455;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
LITVA10.COB ;1438;1017;321;224; False;43;21;41;19;0;0;;13%;9%;13%;8%;;60;38;27%;17%;18%;9%;
LITVA11.COB ;614;440;179;78; False;43;21;41;19;0;0;;24%;27%;23%;24%;;67;31;86%;40%;59%;16%;
LITVA12.COB ;854;610;207;110; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;55%;35%;36%;18%;
LITVA13.COB ;627;449;181;80; False;43;21;41;19;0;0;;24%;26%;23%;24%;;67;31;84%;39%;58%;15%;
LITVA14.COB ;930;666;231;134; False;43;21;41;19;0;0;;19%;16%;18%;14%;;60;38;45%;28%;29%;14%;
LITVA15.COB ;912;646;219;122; False;43;21;41;19;0;0;;20%;17%;19%;16%;;60;38;49%;31%;32%;15%;
LITVA16.COB ;736;526;195;94; False;43;21;41;19;0;0;;22%;22%;21%;20%;;67;31;71%;33%;49%;13%;
LITVA17.COB ;595;432;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
LITVA18.COB ;666;480;191;90; False;43;21;41;19;0;0;;23%;23%;21%;21%;;67;31;74%;34%;51%;13%;
LITVA19.COB ;732;520;191;90; False;43;21;41;19;0;0;;23%;23%;21%;21%;;67;31;74%;34%;51%;13%;
LITVA20.COB ;732;520;191;90; False;43;21;41;19;0;0;;23%;23%;21%;21%;;67;31;74%;34%;51%;13%;
LITVA21.COB ;1059;766;277;180; False;43;21;41;19;0;0;;16%;12%;15%;11%;;60;38;33%;21%;21%;10%;
LITVA22.COB ;601;435;179;78; False;43;21;41;19;0;0;;24%;27%;23%;24%;;67;31;86%;40%;59%;16%;
LITVA23.COB ;627;454;181;80; False;43;21;41;19;0;0;;24%;26%;23%;24%;;67;31;84%;39%;58%;15%;
LITVA24.COB ;626;452;183;82; False;43;21;41;19;0;0;;23%;26%;22%;23%;;67;31;82%;38%;56%;15%;
LITVA25.COB ;595;432;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
LITVA26.COB ;814;583;205;108; False;43;21;41;19;0;0;;21%;19%;20%;18%;;60;38;56%;35%;37%;17%;
LITVA27.COB ;656;471;185;84; False;43;21;41;19;0;0;;23%;25%;22%;23%;;67;31;80%;37%;55%;14%;
LITVA28.COB ;611;443;179;78; False;43;21;41;19;0;0;;24%;27%;23%;24%;;67;31;86%;40%;59%;16%;
LITVA30.COB ;1231;868;305;208; False;43;21;41;19;0;0;;14%;10%;13%;9%;;60;38;29%;18%;19%;9%;
LITVA31.COB ;723;498;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
LITVA32.COB ;740;541;213;116; False;43;21;41;19;0;0;;20%;18%;19%;16%;;60;38;52%;33%;34%;17%;
LITVA34.COB ;753;549;215;118; False;43;21;41;19;0;0;;20%;18%;19%;16%;;60;38;51%;32%;33%;16%;
LITVA37.COB ;726;531;209;112; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;54%;34%;35%;17%;
LITVA38.COB ;1230;874;307;210; False;43;21;41;19;0;0;;14%;10%;13%;9%;;60;38;29%;18%;19%;9%;
LITVA39.COB ;1040;741;249;152; False;43;21;41;19;0;0;;17%;14%;16%;13%;;60;38;39%;25%;25%;12%;
LITVA40.COB ;636;453;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
LITVA41.COB ;977;693;243;146; False;43;21;41;19;0;0;;18%;14%;17%;13%;;60;38;41%;26%;27%;13%;
LITVA42.COB ;1052;751;273;176; False;43;21;41;19;0;0;;16%;12%;15%;11%;;60;38;34%;22%;22%;11%;
LITVA43.COB ;936;668;219;122; False;43;21;41;19;0;0;;20%;17%;19%;16%;;60;38;49%;31%;32%;15%;
LITVA44.COB ;1483;1060;361;264; False;43;21;41;19;0;0;;12%;8%;11%;7%;;60;38;23%;14%;15%;7%;
LITVA45.COB ;1142;886;249;152; False;43;21;41;19;0;0;;17%;14%;16%;13%;;60;38;39%;25%;25%;12%;
LITVA46.COB ;848;608;203;106; False;43;21;41;19;0;0;;21%;20%;20%;18%;;60;38;57%;36%;37%;18%;
LITVA47.COB ;716;527;209;112; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;54%;34%;35%;17%;
LITVA48.COB ;718;527;209;112; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;54%;34%;35%;17%;
LITVA49.COB ;1179;808;189;88; False;43;21;41;19;0;0;;23%;24%;22%;22%;;67;31;76%;35%;52%;13%;
LITVA80.COB ;1144;814;291;194; False;43;21;41;19;0;0;;15%;11%;14%;10%;;60;38;31%;20%;20%;10%;
LITVA87.COB ;779;556;185;84; False;43;21;41;19;0;0;;23%;25%;22%;23%;;67;31;80%;37%;55%;14%;
LITVA90.COB ;832;592;199;98; False;43;21;41;19;0;0;;22%;21%;21%;19%;;67;31;68%;32%;47%;13%;
LITVA91.COB ;832;589;197;96; False;43;21;41;19;0;0;;22%;22%;21%;20%;;67;31;70%;32%;48%;12%;
LITVC01.COB ;786;557;197;96; False;43;21;41;19;0;0;;22%;22%;21%;20%;;67;31;70%;32%;48%;12%;
LITVC02.COB ;864;606;199;98; False;43;21;41;19;0;0;;22%;21%;21%;19%;;67;31;68%;32%;47%;13%;
LITVC03.COB ;828;592;203;106; False;43;21;41;19;0;0;;21%;20%;20%;18%;;60;38;57%;36%;37%;18%;
LITVC04.COB ;802;580;223;126; False;43;21;41;19;0;0;;19%;17%;18%;15%;;60;38;48%;30%;31%;15%;
LITVC05.COB ;741;542;213;116; False;43;21;41;19;0;0;;20%;18%;19%;16%;;60;38;52%;33%;34%;17%;
LITVC06.COB ;892;625;201;100; False;43;21;41;19;0;0;;21%;21%;20%;19%;;67;31;67%;31%;46%;12%;
LITVC07.COB ;830;587;201;100; False;43;21;41;19;0;0;;21%;21%;20%;19%;;67;31;67%;31%;46%;12%;
LITVC08.COB ;1423;1008;345;248; False;43;21;41;19;0;0;;12%;8%;12%;8%;;60;38;24%;15%;16%;7%;
LITVC09.COB ;606;439;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
LITVC11.COB ;854;610;207;110; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;55%;35%;36%;18%;
LITVC12.COB ;854;610;207;110; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;55%;35%;36%;18%;
NOAB004.COB ;3450;2131;773;389; False;93;54;91;52;0;0;;12%;14%;12%;13%;;94;82;24%;21%;10%;8%;
NOAB005.COB ;4347;2765;1092;572; False;113;66;111;64;0;0;;10%;12%;10%;11%;;93;81;16%;14%;4%;3%;
NOAB015.COB ;1469;1348;469;273; False;99;61;97;60;0;0;;21%;22%;21%;22%;;75;64;27%;23%;5%;1%;
NOAB016.COB ;1469;1345;470;272; False;99;60;97;59;0;0;;21%;22%;21%;22%;;74;63;27%;23%;5%;1%;
NOAB017.COB ;1275;1146;382;213; False;99;61;97;60;0;0;;26%;29%;25%;28%;;70;58;33%;27%;4%;-1%;
NOAB018.COB ;1198;1043;332;177; False;104;64;102;63;0;0;;31%;36%;31%;36%;;109;107;62%;60%;26%;24%;
NOAB019.COB ;1614;1448;641;362; False;156;88;154;87;0;0;;24%;24%;24%;24%;;127;109;35%;30%;11%;6%;
NOAB020.COB ;1196;1060;354;195; False;106;68;106;66;0;0;;30%;35%;30%;34%;;78;66;40%;34%;5%;0%;
NOAB021.COB ;2234;1527;467;253; False;222;115;222;113;0;0;;48%;45%;48%;45%;;122;122;48%;48%;3%;3%;
NOAB022.COB ;3179;2173;815;449; False;145;90;145;88;0;0;;18%;20%;18%;20%;;123;113;27%;25%;7%;5%;
NOAB023.COB ;1331;928;293;135; False;119;66;117;64;0;0;;41%;49%;40%;47%;;73;64;54%;47%;5%;0%;
NOAB024.COB ;1646;1200;469;250; False;57;33;55;31;0;0;;12%;13%;12%;12%;;116;84;46%;34%;33%;22%;
NOAB025.COB ;3433;2546;1082;626; False;291;172;291;170;0;0;;27%;27%;27%;27%;;176;168;28%;27%;1%;0%;
NOAB030.COB ;2312;1370;620;237; False;117;69;117;67;0;0;;19%;29%;19%;28%;;73;63;31%;27%;2%;-1%;
NOAB045.COB ;4149;3298;1344;785; False;68;42;66;40;0;0;;5%;5%;5%;5%;;355;304;45%;39%;40%;34%;
NOAB046.COB ;3116;2273;929;528; False;251;149;251;147;0;0;;27%;28%;27%;28%;;161;149;30%;28%;2%;0%;
NOAB047.COB ;3116;2556;1070;628; False;120;74;120;72;0;0;;11%;12%;11%;11%;;82;68;13%;11%;1%;0%;
NOAB048.COB ;3559;2508;984;569; False;97;61;95;61;0;0;;10%;11%;10%;11%;;112;89;20%;16%;9%;5%;
NOAB053.COB ;2581;2012;853;494; False;158;99;156;97;0;0;;19%;20%;18%;20%;;123;112;25%;23%;5%;3%;
NOAB059.COB ;3516;2484;978;570; False;195;120;195;118;0;0;;20%;21%;20%;21%;;129;118;23%;21%;2%;0%;
NOAB071.COB ;2590;1933;743;410; False;130;86;130;83;0;0;;17%;21%;17%;20%;;91;83;22%;20%;1%;0%;
NOAB119.COB ;3336;2137;774;392; False;93;54;91;52;0;0;;12%;14%;12%;13%;;94;82;24%;21%;10%;8%;
NOAB122.COB ;4399;2828;1265;646; False;102;59;100;59;0;0;;8%;9%;8%;9%;;80;62;12%;10%;3%;1%;
NOAB124.COB ;5941;3541;1655;925; False;91;52;89;52;0;0;;5%;6%;5%;6%;;80;57;9%;6%;3%;0%;
NOAB125.COB ;3354;2129;944;487; False;95;52;93;52;0;0;;10%;11%;10%;11%;;96;66;20%;14%;9%;3%;
NOAB127.COB ;4222;2709;1097;578; False;113;66;111;64;0;0;;10%;11%;10%;11%;;93;81;16%;14%;5%;3%;
NOAB129.COB ;4162;2309;1202;577; False;135;79;135;75;0;0;;11%;14%;11%;13%;;83;75;14%;13%;0%;0%;
NOAB131.COB ;6762;4399;2300;1221; False;108;66;108;61;0;0;;5%;5%;5%;5%;;73;61;6%;5%;1%;0%;
NOAB167.COB ;4109;2625;1166;705; False;104;65;104;63;0;0;;9%;9%;9%;9%;;83;73;12%;10%;3%;1%;
NOAB185.COB ;3897;1957;723;385; False;88;53;88;50;0;0;;12%;14%;12%;13%;;69;57;18%;15%;4%;2%;
NOAB188.COB ;4900;2881;1142;623; False;152;100;152;98;0;0;;13%;16%;13%;16%;;111;98;18%;16%;2%;0%;
NOAB191.COB ;2530;1954;650;318; False;189;93;187;91;0;0;;29%;29%;29%;29%;;97;89;31%;28%;2%;-1%;
NOAB203.COB ;1986;1569;671;356; False;131;83;131;81;0;0;;20%;23%;20%;23%;;95;81;27%;23%;4%;0%;
NOAB210.COB ;3845;2964;1128;656; False;103;58;101;56;0;0;;9%;9%;9%;9%;;121;93;18%;14%;9%;5%;
NOAB211.COB ;5311;4004;1773;1066; False;106;73;106;71;0;0;;6%;7%;6%;7%;;112;87;11%;8%;4%;1%;
NOAB217.COB ;2101;1529;608;372; False;66;42;66;40;0;0;;11%;11%;11%;11%;;82;70;22%;19%;11%;8%;
NOAB218.COB ;4530;3440;1533;977; False;94;60;94;58;0;0;;6%;6%;6%;6%;;75;63;8%;6%;2%;0%;
NOAB227.COB ;5754;3601;1670;834; False;116;72;114;72;0;0;;7%;9%;7%;9%;;85;73;10%;9%;1%;0%;
NOAB235.COB ;10924;7894;3367;1903; False;90;57;88;55;0;0;;3%;3%;3%;3%;;63;55;3%;3%;0%;0%;
NOAB236.COB ;15268;12807;6069;3793; False;137;81;135;81;0;0;;2%;2%;2%;2%;;111;95;3%;3%;1%;1%;
NOAB237.COB ;7581;5405;2559;1470; False;117;66;115;66;0;0;;5%;4%;4%;4%;;82;62;6%;4%;2%;0%;
NOAB239.COB ;2699;2134;728;383; False;109;61;107;61;0;0;;15%;16%;15%;16%;;135;105;35%;27%;19%;11%;
NOAB246.COB ;2820;2029;811;466; False;116;64;114;64;0;0;;14%;14%;14%;14%;;131;111;28%;24%;14%;10%;
NOAB251.COB ;8651;5763;2808;1737; False;112;70;110;68;0;0;;4%;4%;4%;4%;;104;87;6%;5%;2%;1%;
NOAB252.COB ;3248;2406;973;489; False;11;11;10;9;0;0;;1%;2%;1%;2%;;76;63;16%;13%;14%;11%;
NOAB263.COB ;1971;1553;475;214; False;113;56;113;52;0;0;;24%;26%;24%;24%;;62;52;29%;24%;3%;0%;
NOAB264.COB ;3043;2630;821;428; False;121;67;121;65;0;0;;15%;16%;15%;15%;;79;67;18%;16%;2%;1%;
NOAB267.COB ;2408;1618;595;308; False;73;44;73;42;0;0;;12%;14%;12%;14%;;96;77;31%;25%;17%;11%;
NOAB401.COB ;4293;2380;1204;578; False;135;79;135;75;0;0;;11%;14%;11%;13%;;83;75;14%;13%;0%;0%;
NOAB404.COB ;11205;8160;3489;2007; False;91;58;89;56;0;0;;3%;3%;3%;3%;;64;56;3%;3%;0%;0%;
NOAB405.COB ;15670;12919;5902;3425; False;137;81;135;81;0;0;;2%;2%;2%;2%;;127;111;4%;3%;2%;1%;
NOAB406.COB ;9545;6727;2988;1727; False;120;68;118;68;0;0;;4%;4%;4%;4%;;97;81;6%;5%;2%;1%;
NOAB407.COB ;4533;2952;1267;646; False;102;59;100;59;0;0;;8%;9%;8%;9%;;80;62;12%;10%;3%;1%;
NOAB408.COB ;6547;4127;1856;1021; False;107;62;105;62;0;0;;6%;6%;6%;6%;;94;66;9%;6%;3%;0%;
NOAB409.COB ;3798;2247;1135;425; False;135;79;133;79;0;0;;12%;19%;12%;19%;;95;85;22%;20%;3%;1%;
NOAB410.COB ;6218;4018;1827;952; False;116;72;114;72;0;0;;6%;8%;6%;8%;;85;73;9%;8%;1%;0%;
NOAB411.COB ;6582;4029;1823;896; False;107;62;105;62;0;0;;6%;7%;6%;7%;;117;93;13%;10%;6%;3%;
NOAB412.COB ;7034;4556;2302;1227; False;108;66;108;61;0;0;;5%;5%;5%;5%;;73;61;6%;5%;1%;0%;
NOAB415.COB ;3252;2489;978;499; False;130;78;130;77;0;0;;13%;16%;13%;15%;;78;65;16%;13%;0%;-2%;
NOAB424.COB ;4075;3051;1161;628; False;97;64;95;62;0;0;;8%;10%;8%;10%;;168;136;27%;22%;17%;12%;
NOAB425.COB ;3389;2144;895;465; False;95;52;93;52;0;0;;11%;11%;10%;11%;;89;67;19%;14%;8%;3%;
NOAB426.COB ;1444;991;360;178; False;61;31;59;29;0;0;;17%;17%;16%;16%;;82;66;46%;37%;29%;21%;
NOAB432.COB ;2447;1799;556;284; False;109;60;107;58;0;0;;20%;21%;19%;20%;;70;66;25%;23%;4%;3%;
NOAB451.COB ;2097;1493;568;316; False;80;54;80;52;0;0;;14%;17%;14%;16%;;62;52;20%;16%;3%;0%;
NOAB506.COB ;1637;1240;396;211; False;130;75;128;73;0;0;;33%;36%;32%;35%;;85;73;40%;35%;4%;0%;
NOAB560.COB ;6114;5680;2254;1317; False;137;79;135;77;0;0;;6%;6%;6%;6%;;89;77;7%;6%;1%;0%;
NOAB562.COB ;4620;4094;1636;939; False;96;59;94;57;0;0;;6%;6%;6%;6%;;161;131;17%;14%;11%;8%;
NOAB565.COB ;13154;11507;5290;3433; False;161;64;161;62;0;0;;3%;2%;3%;2%;;68;58;2%;2%;0%;0%;
NOAB566.COB ;14927;13243;5509;3762; False;163;64;163;62;0;0;;3%;2%;3%;2%;;68;58;2%;2%;0%;0%;
NOAB567.COB ;19605;17150;6377;4556; False;167;64;167;62;0;0;;3%;1%;3%;1%;;68;58;1%;1%;0%;0%;
NOAB568.COB ;14009;12441;5529;3749; False;165;64;165;62;0;0;;3%;2%;3%;2%;;68;58;2%;2%;0%;0%;
NOAB581.COB ;2130;1497;580;270; False;78;40;76;38;0;0;;13%;15%;13%;14%;;49;43;18%;16%;3%;2%;
NOAB582.COB ;2052;1514;584;273; False;78;40;76;38;0;0;;13%;15%;13%;14%;;49;43;18%;16%;3%;2%;
NOAB583.COB ;1707;1187;442;184; False;78;40;76;38;0;0;;18%;22%;17%;21%;;49;43;27%;23%;5%;2%;
NOAB584.COB ;1596;1175;442;184; False;78;40;76;38;0;0;;18%;22%;17%;21%;;49;43;27%;23%;5%;2%;
NOAB735.COB ;2991;2503;802;464; False;105;65;103;64;0;0;;13%;14%;13%;14%;;71;64;15%;14%;1%;0%;
NOAB774.COB ;1995;1457;498;278; False;142;89;142;87;0;0;;29%;32%;29%;31%;;95;87;34%;31%;2%;0%;
NOAB776.COB ;1921;1508;597;350; False;140;89;140;87;0;0;;23%;25%;23%;25%;;95;87;27%;25%;2%;0%;
NOAB778.COB ;1651;1102;425;195; False;172;105;172;103;0;0;;40%;54%;40%;53%;;113;96;58%;49%;4%;-4%;
NOAB779.COB ;1651;1102;425;195; False;172;105;172;103;0;0;;40%;54%;40%;53%;;113;96;58%;49%;4%;-4%;
NOAB780.COB ;1651;1102;425;195; False;172;105;172;103;0;0;;40%;54%;40%;53%;;113;96;58%;49%;4%;-4%;
NOAB781.COB ;1651;1102;425;195; False;172;105;172;103;0;0;;40%;54%;40%;53%;;113;96;58%;49%;4%;-4%;
NOAB852.COB ;1403;1210;459;266; False;94;58;94;56;0;0;;20%;22%;20%;21%;;68;61;26%;23%;4%;2%;
NOAB857.COB ;2344;1939;847;510; False;140;90;138;90;0;0;;17%;18%;16%;18%;;112;87;22%;17%;4%;-1%;
NOAB860.COB ;2898;2150;860;493; False;184;115;182;115;0;0;;21%;23%;21%;23%;;184;146;37%;30%;14%;7%;
NOAB862.COB ;2662;1999;934;584; False;258;167;258;165;0;0;;28%;29%;28%;28%;;173;165;30%;28%;1%;0%;
NOAB863.COB ;1442;1224;480;268; False;130;83;128;83;0;0;;27%;31%;27%;31%;;92;81;34%;30%;3%;-1%;
NOAB865.COB ;3154;2448;1231;777; False;142;87;142;85;0;0;;12%;11%;12%;11%;;99;85;13%;11%;2%;0%;
NOAB866.COB ;2017;1737;539;321; False;101;64;101;62;0;0;;19%;20%;19%;19%;;76;68;24%;21%;4%;2%;
NOAB867.COB ;3622;2604;1374;800; False;132;81;130;79;0;0;;10%;10%;9%;10%;;92;81;12%;10%;2%;0%;
NOAB868.COB ;1803;1446;596;356; False;93;60;93;58;0;0;;16%;17%;16%;16%;;81;71;23%;20%;6%;4%;
NOAB869.COB ;1618;1412;611;360; False;222;136;220;134;0;0;;36%;38%;36%;37%;;175;165;49%;46%;11%;9%;
NOAB886.COB ;1942;1423;560;322; False;235;143;235;141;0;0;;42%;44%;42%;44%;;149;141;46%;44%;2%;0%;
