filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2;133;%Explored V1;% Explored V2;%Match V1;%Match V2;; Explored V2 ; matches V2;% Ex;% match;Inc ex;inc Match;
NOAVN11.COB ;1310;895;221;124; False;43;21;41;19;0;0;;19%;17%;19%;15%;;60;38;48%;31%;31%;16%;
NOAVN12.COB ;1469;1005;243;146; False;43;21;41;19;0;0;;18%;14%;17%;13%;;60;38;41%;26%;27%;13%;
NOAVN13.COB ;891;684;317;153; False;68;32;66;30;0;0;;21%;21%;21%;20%;;48;33;31%;22%;10%;2%;
NOAVN14.COB ;1096;861;387;190; False;55;26;53;24;0;0;;14%;14%;14%;13%;;43;27;23%;14%;9%;1%;
NOAVN16.COB ;901;695;293;152; False;68;32;66;30;0;0;;23%;21%;23%;20%;;48;33;32%;22%;11%;2%;
NOAVN18.COB ;875;678;287;146; False;68;32;66;30;0;0;;24%;22%;23%;21%;;48;33;33%;23%;11%;2%;
NOAVN19.COB ;1277;894;256;134; False;43;21;41;19;0;0;;17%;16%;16%;14%;;38;26;28%;19%;12%;5%;
NOAVN21.COB ;785;602;285;123; False;68;32;66;30;0;0;;24%;26%;23%;24%;;81;52;66%;42%;40%;18%;
NOAVN22.COB ;894;694;321;159; False;68;32;66;30;0;0;;21%;20%;21%;19%;;48;33;30%;21%;10%;2%;
NOAVN24.COB ;906;695;288;151; False;55;26;53;24;0;0;;19%;17%;18%;16%;;43;27;28%;18%;11%;2%;
NOAVN26.COB ;888;683;287;146; False;68;32;66;30;0;0;;24%;22%;23%;21%;;48;33;33%;23%;11%;2%;
NOAVN28.COB ;864;665;283;142; False;68;32;66;30;0;0;;24%;23%;23%;21%;;48;33;34%;23%;11%;2%;
NOAVN30.COB ;849;623;235;130; False;43;22;41;20;0;0;;18%;17%;17%;15%;;39;27;30%;21%;13%;6%;
NOAVN31.COB ;837;602;214;105; False;43;22;41;20;0;0;;20%;21%;19%;19%;;36;24;34%;23%;13%;4%;
NOAVN33.COB ;685;499;209;97; False;43;21;41;19;0;0;;21%;22%;20%;20%;;35;23;36%;24%;14%;4%;
NOAVN35.COB ;618;451;189;88; False;43;21;41;19;0;0;;23%;24%;22%;22%;;67;31;76%;35%;52%;13%;
NOAVN37.COB ;750;544;194;96; False;43;22;41;20;0;0;;22%;23%;21%;21%;;68;32;71%;33%;48%;12%;
NOAVN38.COB ;1153;836;273;142; False;43;21;41;19;0;0;;16%;15%;15%;13%;;66;38;46%;27%;31%;14%;
NOAVN39.COB ;985;788;357;174; False;68;32;66;30;0;0;;19%;18%;18%;17%;;48;33;28%;19%;10%;2%;
NOAVN41.COB ;769;590;281;118; False;68;32;66;30;0;0;;24%;27%;23%;25%;;85;54;72%;46%;45%;21%;
NOAVN43.COB ;878;676;285;144; False;68;32;66;30;0;0;;24%;22%;23%;21%;;48;33;33%;23%;11%;2%;
NOAVN45.COB ;863;677;289;144; False;68;32;66;30;0;0;;24%;22%;23%;21%;;48;33;33%;23%;11%;2%;
NOAVN47.COB ;1489;1224;626;248; False;68;32;66;30;0;0;;11%;13%;11%;12%;;48;33;19%;13%;6%;1%;
NOAVN49.COB ;940;712;231;134; False;43;21;41;19;0;0;;19%;16%;18%;14%;;60;38;45%;28%;29%;14%;
NOAVN50.COB ;738;541;213;116; False;43;21;41;19;0;0;;20%;18%;19%;16%;;60;38;52%;33%;34%;17%;
NOAVN51.COB ;787;598;271;119; False;68;32;66;30;0;0;;25%;27%;24%;25%;;84;49;71%;41%;44%;16%;
NOAVN55.COB ;986;757;317;165; False;68;32;66;30;0;0;;21%;19%;21%;18%;;48;33;29%;20%;10%;2%;
NOAVN57.COB ;778;558;207;110; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;55%;35%;36%;18%;
NOAVN58.COB ;770;557;209;112; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;54%;34%;35%;17%;
NOAVN59.COB ;759;552;209;112; False;43;21;41;19;0;0;;21%;19%;20%;17%;;60;38;54%;34%;35%;17%;
NOAVN60.COB ;788;592;269;117; False;68;32;66;30;0;0;;25%;27%;25%;26%;;84;49;72%;42%;45%;16%;
NOAVN62.COB ;808;608;273;121; False;68;32;66;30;0;0;;25%;26%;24%;25%;;84;49;69%;40%;43%;15%;
NOAVN64.COB ;586;430;183;82; False;43;21;41;19;0;0;;23%;26%;22%;23%;;67;31;82%;38%;56%;15%;
NOAVN65.COB ;584;425;177;76; False;43;21;41;19;0;0;;24%;28%;23%;25%;;65;29;86%;38%;58%;13%;
NOAVN70.COB ;695;496;189;88; False;43;21;41;19;0;0;;23%;24%;22%;22%;;67;31;76%;35%;52%;13%;
NOAVN71.COB ;1415;1102;325;228; False;43;21;41;19;0;0;;13%;9%;13%;8%;;60;38;26%;17%;17%;9%;
NOAVN72.COB ;686;490;187;86; False;43;21;41;19;0;0;;23%;24%;22%;22%;;67;31;78%;36%;54%;14%;
NOAVN73.COB ;705;502;185;84; False;43;21;41;19;0;0;;23%;25%;22%;23%;;67;31;80%;37%;55%;14%;
NOAVN74.COB ;1289;1003;303;206; False;43;21;41;19;0;0;;14%;10%;14%;9%;;60;38;29%;18%;19%;9%;
NOAVN80.COB ;1070;813;316;179; False;55;26;53;24;0;0;;17%;15%;17%;13%;;43;27;24%;15%;9%;2%;
NOAVN81.COB ;811;591;225;123; False;43;21;41;19;0;0;;19%;17%;18%;15%;;64;38;52%;31%;35%;16%;
NOAVN84.COB ;754;570;258;110; False;55;26;53;24;0;0;;21%;24%;21%;22%;;41;27;37%;25%;13%;3%;
NOAVN86.COB ;762;574;258;110; False;55;26;53;24;0;0;;21%;24%;21%;22%;;41;27;37%;25%;13%;3%;
NOAVN90.COB ;790;600;266;118; False;55;26;53;24;0;0;;21%;22%;20%;20%;;43;27;36%;23%;14%;3%;
NOAVN92.COB ;1414;1004;341;247; False;43;22;41;20;0;0;;13%;9%;12%;8%;;61;39;25%;16%;16%;8%;
NOAVN93.COB ;576;423;181;80; False;43;21;41;19;0;0;;24%;26%;23%;24%;;67;31;84%;39%;58%;15%;
NOAVN94.COB ;742;564;258;110; False;55;26;53;24;0;0;;21%;24%;21%;22%;;43;27;39%;25%;15%;3%;
OFCB019.COB ;1542;940;377;179; False;66;36;64;34;0;0;;18%;20%;17%;19%;;42;34;23%;19%;3%;0%;
OFCB021.COB ;1517;1299;432;230; False;133;83;133;81;0;0;;31%;36%;31%;35%;;91;81;40%;35%;4%;0%;
OFCB022.COB ;1658;1413;503;269; False;153;97;153;95;0;0;;30%;36%;30%;35%;;105;95;39%;35%;3%;0%;
OFCB024.COB ;2136;1696;531;298; False;104;68;104;66;0;0;;20%;23%;20%;22%;;72;62;24%;21%;1%;-1%;
OFCB029.COB ;1318;994;375;190; False;99;57;99;55;0;0;;26%;30%;26%;29%;;67;55;35%;29%;5%;0%;
OFCB051.COB ;1801;1409;380;197; False;118;74;118;72;0;0;;31%;38%;31%;37%;;74;64;38%;32%;0%;-5%;
OFCB052.COB ;1416;1079;319;159; False;114;67;114;65;0;0;;36%;42%;36%;41%;;75;65;47%;41%;5%;0%;
OFCB053.COB ;4060;3000;1203;662; False;131;85;129;83;0;0;;11%;13%;11%;13%;;146;128;22%;19%;9%;6%;
OFCB065.COB ;2370;1602;497;258; False;94;57;92;57;0;0;;19%;22%;19%;22%;;70;54;27%;21%;5%;-1%;
OFCB073.COB ;2690;1650;631;302; False;65;44;65;42;0;0;;10%;15%;10%;14%;;128;113;42%;37%;27%;23%;
OFCB221.COB ;1734;1381;473;227; False;94;54;94;49;0;0;;20%;24%;20%;22%;;70;49;31%;22%;7%;0%;
OFCB222.COB ;4720;2971;1213;646; False;132;82;130;81;0;0;;11%;13%;11%;13%;;90;81;14%;13%;1%;0%;
OFCB223.COB ;5594;3490;1275;682; False;130;83;130;81;0;0;;10%;12%;10%;12%;;98;86;14%;13%;2%;1%;
OFCB224.COB ;1678;1333;467;223; False;121;59;119;58;0;0;;26%;26%;25%;26%;;66;58;30%;26%;4%;0%;
OFCB225.COB ;1335;1119;407;191; False;119;58;117;57;0;0;;29%;30%;29%;30%;;67;63;35%;33%;5%;3%;
OFCB226.COB ;1361;1134;400;184; False;119;58;117;57;0;0;;30%;32%;29%;31%;;67;63;36%;34%;4%;3%;
OFCB227.COB ;4241;3039;1151;601; False;99;56;99;54;0;0;;9%;9%;9%;9%;;66;54;11%;9%;2%;0%;
OFCB228.COB ;2257;1878;537;289; False;129;67;127;66;0;0;;24%;23%;24%;23%;;76;69;26%;24%;3%;1%;
OFCB229.COB ;1353;1124;416;198; False;119;58;117;57;0;0;;29%;29%;28%;29%;;69;57;35%;29%;6%;0%;
OFCB231.COB ;1576;1312;482;227; False;119;59;117;58;0;0;;25%;26%;24%;26%;;66;58;29%;26%;3%;0%;
OFCB240.COB ;2084;1742;586;327; False;111;53;109;52;0;0;;19%;16%;19%;16%;;65;58;20%;18%;4%;2%;
OFCB252.COB ;3272;1840;620;304; False;86;50;84;50;0;0;;14%;16%;14%;16%;;79;53;26%;17%;10%;1%;
OFCB260.COB ;4787;2642;946;461; False;174;107;172;105;0;0;;18%;23%;18%;23%;;120;105;26%;23%;3%;0%;
OFCB262.COB ;8825;6308;2196;1244; False;208;138;206;138;0;0;;9%;11%;9%;11%;;144;134;12%;11%;1%;0%;
OFCB265.COB ;4474;3075;930;494; False;98;60;96;58;0;0;;11%;12%;10%;12%;;66;58;13%;12%;1%;0%;
OFCB267.COB ;9611;6224;2617;1640; False;187;119;185;119;0;0;;7%;7%;7%;7%;;131;115;8%;7%;1%;0%;
OFCB275.COB ;3142;2341;738;415; False;123;59;121;59;0;0;;17%;14%;16%;14%;;158;135;38%;33%;24%;19%;
OFCB279.COB ;2313;1907;580;298; False;129;84;129;82;0;0;;22%;28%;22%;28%;;94;82;32%;28%;4%;0%;
OFCB280.COB ;6935;4606;1915;1077; False;91;54;89;54;0;0;;5%;5%;5%;5%;;78;55;7%;5%;2%;0%;
OFCB285.COB ;2062;1656;502;244; False;115;53;113;52;0;0;;23%;22%;23%;21%;;83;64;34%;26%;12%;5%;
OFCB290.COB ;2912;1627;569;281; False;89;53;87;53;0;0;;16%;19%;15%;19%;;110;98;39%;35%;20%;16%;
OFCB292.COB ;1432;1218;440;238; False;103;59;101;58;0;0;;23%;25%;23%;24%;;70;58;29%;24%;4%;0%;
OFCB293.COB ;2104;1452;528;261; False;84;50;82;50;0;0;;16%;19%;16%;19%;;65;50;25%;19%;6%;0%;
OFCB297.COB ;7569;4223;1789;988; False;113;69;113;67;0;0;;6%;7%;6%;7%;;75;67;8%;7%;1%;0%;
OFCB328.COB ;3472;2540;799;401; False;96;58;94;58;0;0;;12%;14%;12%;14%;;86;60;21%;15%;7%;1%;
OFCB362.COB ;1381;1140;392;183; False;119;58;117;57;0;0;;30%;32%;30%;31%;;67;63;37%;34%;5%;3%;
OFCB366.COB ;1880;1452;453;239; False;146;91;144;91;0;0;;32%;38%;32%;38%;;107;91;45%;38%;7%;0%;
OFCB370.COB ;8027;5605;2572;1446; False;118;73;116;71;0;0;;5%;5%;5%;5%;;77;72;5%;5%;0%;0%;
OFCB371.COB ;8463;6002;2955;1716; False;120;73;118;71;0;0;;4%;4%;4%;4%;;77;72;4%;4%;0%;0%;
OFCB372.COB ;6978;4767;1965;1045; False;131;79;129;79;0;0;;7%;8%;7%;8%;;91;82;9%;8%;1%;0%;
OFCB373.COB ;3340;1826;659;324; False;114;71;112;71;0;0;;17%;22%;17%;22%;;107;83;33%;26%;11%;4%;
OFCB374.COB ;4376;2308;877;449; False;147;93;145;93;0;0;;17%;21%;17%;21%;;113;94;25%;21%;4%;0%;
OFCB375.COB ;9428;5943;2301;1228; False;51;35;51;33;0;0;;2%;3%;2%;3%;;41;33;3%;3%;0%;0%;
OFCB376.COB ;16918;12359;5033;2963; False;51;33;49;31;0;0;;1%;1%;1%;1%;;47;31;2%;1%;1%;0%;
OFCB377.COB ;6520;4797;1904;1030; False;93;55;91;55;0;0;;5%;5%;5%;5%;;128;106;12%;10%;7%;5%;
OFCB378.COB ;11598;7859;3009;1766; False;53;35;53;33;0;0;;2%;2%;2%;2%;;41;33;2%;2%;0%;0%;
OFCB379.COB ;10002;6506;2514;1380; False;51;35;51;33;0;0;;2%;3%;2%;2%;;41;33;3%;2%;0%;0%;
OFCB380.COB ;1263;1056;394;186; False;121;61;119;60;0;0;;31%;33%;30%;32%;;70;66;38%;35%;5%;3%;
OFCB381.COB ;1338;1114;394;186; False;121;61;119;60;0;0;;31%;33%;30%;32%;;70;66;38%;35%;5%;3%;
OFCB382.COB ;1373;1133;392;184; False;119;59;117;58;0;0;;30%;32%;30%;32%;;68;64;37%;35%;5%;3%;
OFCB383.COB ;1238;1040;392;184; False;119;59;117;58;0;0;;30%;32%;30%;32%;;68;64;37%;35%;5%;3%;
OFCB385.COB ;1216;1026;392;184; False;119;59;117;58;0;0;;30%;32%;30%;32%;;68;64;37%;35%;5%;3%;
OFCB386.COB ;2431;1979;804;412; False;120;61;118;60;0;0;;15%;15%;15%;15%;;74;68;18%;17%;3%;2%;
OFCB387.COB ;1246;1039;392;183; False;119;58;117;57;0;0;;30%;32%;30%;31%;;67;63;37%;34%;5%;3%;
OFCB388.COB ;5002;3192;1431;750; False;110;68;108;68;0;0;;8%;9%;8%;9%;;90;69;12%;9%;3%;0%;
OFCB389.COB ;5967;3916;1679;908; False;103;65;101;65;0;0;;6%;7%;6%;7%;;92;66;10%;7%;3%;0%;
OFCB390.COB ;3044;2431;1203;626; False;125;83;125;80;0;0;;10%;13%;10%;13%;;100;80;16%;13%;3%;0%;
OFCB391.COB ;4414;3231;1637;910; False;133;84;131;82;0;0;;8%;9%;8%;9%;;127;106;14%;12%;5%;3%;
OFCB392.COB ;6436;4940;2123;1165; False;94;59;92;59;0;0;;4%;5%;4%;5%;;128;57;11%;5%;6%;0%;
OFCB397.COB ;6163;4644;1874;1001; False;234;148;234;146;0;0;;12%;15%;12%;15%;;180;161;18%;16%;3%;1%;
OFCB402.COB ;13289;8155;2984;1693; False;108;64;108;62;0;0;;4%;4%;4%;4%;;67;63;4%;4%;0%;0%;
OFCB404.COB ;3100;2142;641;318; False;119;69;119;67;0;0;;19%;22%;19%;21%;;80;71;25%;22%;3%;1%;
OFCB418.COB ;4968;3193;1298;744; False;60;41;60;39;0;0;;5%;6%;5%;5%;;44;40;6%;5%;0%;0%;
OFCB452.COB ;1285;1129;363;189; False;143;80;141;78;0;0;;39%;42%;39%;41%;;80;70;42%;37%;0%;-4%;
OFCB453.COB ;2693;1813;509;283; False;60;39;60;37;0;0;;12%;14%;12%;13%;;42;38;15%;13%;1%;0%;
OFCB460.COB ;1272;1122;363;189; False;143;80;141;78;0;0;;39%;42%;39%;41%;;80;70;42%;37%;0%;-4%;
OFCB475.COB ;1986;1646;591;302; False;123;68;123;66;0;0;;21%;23%;21%;22%;;82;69;27%;23%;4%;1%;
OFCB478.COB ;1666;1365;521;259; False;122;76;122;74;0;0;;23%;29%;23%;29%;;80;70;31%;27%;2%;-2%;
OFCB494.COB ;2368;1570;469;257; False;80;53;78;51;0;0;;17%;21%;17%;20%;;166;154;65%;60%;44%;40%;
OFCB496.COB ;4087;2422;889;505; False;138;79;136;77;0;0;;16%;16%;15%;15%;;85;77;17%;15%;1%;0%;
OFCB498.COB ;2330;1438;451;234; False;106;63;106;61;0;0;;24%;27%;24%;26%;;69;61;29%;26%;2%;0%;
OFCB501.COB ;2857;1815;611;313; False;130;75;130;73;0;0;;21%;24%;21%;23%;;81;73;26%;23%;2%;0%;
OFCB503.COB ;2124;1255;384;211; False;208;115;206;113;0;0;;54%;55%;54%;54%;;120;110;57%;52%;2%;-2%;
OFCB504.COB ;1696;1101;325;178; False;172;96;172;94;0;0;;53%;54%;53%;53%;;101;91;57%;51%;3%;-2%;
OFCB505.COB ;1494;904;262;140; False;59;31;57;29;0;0;;23%;22%;22%;21%;;44;36;31%;26%;9%;5%;
OFCB506.COB ;1978;1216;257;122; False;117;68;117;66;0;0;;46%;56%;46%;54%;;92;80;75%;66%;19%;12%;
OFCB507.COB ;3100;1238;420;211; False;100;66;100;64;0;0;;24%;31%;24%;30%;;72;64;34%;30%;3%;0%;
OFCB510.COB ;1723;1006;228;123; False;136;78;136;76;0;0;;60%;63%;60%;62%;;84;84;68%;68%;5%;6%;
OFCB526.COB ;2786;1112;427;234; False;131;80;129;78;0;0;;31%;34%;30%;33%;;133;108;57%;46%;23%;13%;
OFCB527.COB ;2479;1063;378;194; False;114;63;114;61;0;0;;30%;32%;30%;31%;;106;86;55%;44%;23%;13%;
OFCB750.COB ;6635;4986;1859;1062; False;93;57;91;57;0;0;;5%;5%;5%;5%;;143;105;13%;10%;8%;5%;
OFCB763.COB ;1545;1055;347;166; False;116;64;114;64;0;0;;33%;39%;33%;39%;;111;89;67%;54%;28%;15%;
OFCB777.COB ;2288;1256;442;225; False;84;56;84;54;0;0;;19%;25%;19%;24%;;63;54;28%;24%;3%;0%;
OFCB790.COB ;1555;1128;373;203; False;98;57;98;55;0;0;;26%;28%;26%;27%;;63;55;31%;27%;3%;0%;
OFCB818.COB ;22246;20865;8748;5961; False;88;55;88;53;0;0;;1%;1%;1%;1%;;68;59;1%;1%;0%;0%;
OFCB860.COB ;3988;2533;891;515; False;140;90;138;90;0;0;;16%;17%;15%;17%;;101;90;20%;17%;3%;0%;
OFCB904.COB ;1367;869;308;147; False;118;60;116;59;0;0;;38%;41%;38%;40%;;74;61;50%;41%;9%;1%;
OFCB982.COB ;6091;4597;2395;1272; False;207;114;205;114;0;0;;9%;9%;9%;9%;;126;111;10%;9%;1%;0%;
OFCB984.COB ;2624;1741;812;457; False;125;62;125;60;0;0;;15%;14%;15%;13%;;78;69;17%;15%;3%;2%;
OFCB985.COB ;1052;895;178;76; False;62;32;62;30;0;0;;35%;42%;35%;39%;;44;36;58%;47%;16%;8%;
OFCP013.COB ;696;438;112;36; False;21;8;19;6;0;0;;19%;22%;17%;17%;;33;23;92%;64%;70%;47%;
OFCP023.COB ;1380;846;308;120; False;35;14;35;12;0;0;;11%;12%;11%;10%;;44;38;37%;32%;25%;22%;
OFCP031.COB ;630;448;127;38; False;56;21;54;21;0;0;;44%;55%;43%;55%;;29;21;76%;55%;21%;0%;
OFCP033.COB ;765;587;187;64; False;28;11;26;9;0;0;;15%;17%;14%;14%;;51;35;80%;55%;63%;41%;
OFCP034.COB ;667;544;168;59; False;25;10;23;8;0;0;;15%;17%;14%;14%;;53;47;90%;80%;73%;66%;
OFCP036.COB ;907;687;242;83; False;30;11;28;9;0;0;;12%;13%;12%;11%;;56;32;67%;39%;54%;28%;
OFCP037.COB ;806;577;226;63; False;62;24;60;24;0;0;;27%;38%;27%;38%;;38;32;60%;51%;22%;13%;
OFCP039.COB ;1580;1061;345;145; False;36;13;36;11;0;0;;10%;9%;10%;8%;;52;37;36%;26%;27%;18%;
OFCP041.COB ;661;509;136;49; True;114;43;114;43;0;0;;84%;88%;84%;88%;;43;43;88%;88%;0%;0%;
OFCP042.COB ;680;488;148;48; False;58;24;56;24;0;0;;39%;50%;38%;50%;;39;23;81%;48%;31%;-2%;
OFCP044.COB ;458;373;115;30; False;65;25;63;25;0;0;;57%;83%;55%;83%;;27;18;90%;60%;7%;-23%;
OFCP045.COB ;612;448;134;40; False;55;21;53;21;0;0;;41%;53%;40%;53%;;31;20;78%;50%;25%;-3%;
OFCP046.COB ;672;539;171;63; False;25;10;23;8;0;0;;15%;16%;13%;13%;;57;55;90%;87%;74%;74%;
OFCP047.COB ;946;729;299;108; False;55;21;53;21;0;0;;18%;19%;18%;19%;;32;22;30%;20%;11%;1%;
OFCP054.COB ;1252;797;314;108; False;13;11;12;9;0;0;;4%;10%;4%;8%;;51;38;47%;35%;37%;27%;
OFCP066.COB ;753;539;155;49; False;28;10;26;8;0;0;;18%;20%;17%;16%;;40;29;82%;59%;62%;43%;
OFCP070.COB ;1546;951;379;130; False;13;14;12;12;0;0;;3%;11%;3%;9%;;31;21;24%;16%;13%;7%;
OFCP071.COB ;1319;834;370;160; False;99;53;99;51;0;0;;27%;33%;27%;32%;;68;53;43%;33%;10%;1%;
OFCP072.COB ;1725;970;423;174; False;59;21;59;19;0;0;;14%;12%;14%;11%;;32;20;18%;11%;6%;0%;
OFCP207.COB ;2422;1315;442;209; False;42;22;40;20;0;0;;10%;11%;9%;10%;;30;20;14%;10%;3%;0%;
OFCP219.COB ;3509;1965;725;415; False;61;35;61;33;0;0;;8%;8%;8%;8%;;38;34;9%;8%;1%;0%;
OFCP237.COB ;1506;862;275;145; False;56;35;56;33;0;0;;20%;24%;20%;23%;;78;56;54%;39%;30%;16%;
OFCP238.COB ;1787;749;304;102; False;61;24;59;24;0;0;;20%;24%;19%;24%;;40;21;39%;21%;15%;-3%;
OFCP242.COB ;969;489;167;52; False;24;9;22;7;0;0;;14%;17%;13%;13%;;49;35;94%;67%;77%;54%;
OFCP243.COB ;749;523;158;44; True;71;26;71;26;0;0;;45%;59%;45%;59%;;26;26;59%;59%;0%;0%;
OFCP247.COB ;2489;1618;532;220; False;50;23;50;21;0;0;;9%;10%;9%;10%;;85;61;39%;28%;29%;18%;
OFCP249.COB ;1142;604;276;111; False;26;15;24;13;0;0;;9%;14%;9%;12%;;24;13;22%;12%;8%;0%;
OFCP254.COB ;1580;827;308;104; False;34;16;34;14;0;0;;11%;15%;11%;13%;;61;43;59%;41%;44%;28%;
OFCP255.COB ;1573;817;308;104; False;34;16;34;14;0;0;;11%;15%;11%;13%;;61;43;59%;41%;44%;28%;
OFCP256.COB ;1093;601;334;81; False;26;12;24;10;0;0;;8%;15%;7%;12%;;48;33;59%;41%;44%;29%;
OFCP257.COB ;1076;591;244;79; False;24;12;24;10;0;0;;10%;15%;10%;13%;;46;34;58%;43%;43%;30%;
OFCP258.COB ;2860;1158;630;241; False;42;18;42;16;0;0;;7%;7%;7%;7%;;32;30;13%;12%;6%;5%;
OFCP266.COB ;372;323;73;26; True;52;24;52;24;0;0;;71%;92%;71%;92%;;24;24;92%;92%;0%;0%;
OFCP273.COB ;3209;1823;658;327; False;51;25;49;23;0;0;;8%;8%;7%;7%;;112;96;34%;29%;26%;22%;
OFCP274.COB ;2204;1442;515;284; False;69;38;69;36;0;0;;13%;13%;13%;13%;;68;52;24%;18%;11%;5%;
OFCP276.COB ;688;378;147;40; True;54;21;54;21;0;0;;37%;53%;37%;53%;;21;21;53%;53%;-1%;-1%;
OFCP277.COB ;1079;794;343;136; False;28;11;26;9;0;0;;8%;8%;8%;7%;;49;33;36%;24%;28%;17%;
OFCP286.COB ;1320;791;258;85; False;28;12;26;10;0;0;;11%;14%;10%;12%;;50;35;59%;41%;45%;29%;
OFCP287.COB ;1024;590;252;83; False;26;11;24;9;0;0;;10%;13%;10%;11%;;34;20;41%;24%;28%;13%;
OFCP288.COB ;2750;1777;763;348; False;60;29;60;27;0;0;;8%;8%;8%;8%;;35;27;10%;8%;2%;0%;
OFCP294.COB ;940;581;267;69; False;26;9;24;7;0;0;;10%;13%;9%;10%;;48;30;70%;43%;57%;33%;
OFCP295.COB ;2155;918;350;125; False;49;23;49;21;0;0;;14%;18%;14%;17%;;85;64;68%;51%;50%;34%;
OFCP296.COB ;2393;988;422;149; False;47;23;47;21;0;0;;11%;15%;11%;14%;;85;64;57%;43%;42%;29%;
OFCP298.COB ;956;331;98;24; False;51;24;51;22;0;0;;52%;100%;52%;92%;;24;12;100%;50%;0%;-42%;
OFCP305.COB ;942;667;235;82; False;32;14;30;12;0;0;;14%;17%;13%;15%;;44;30;54%;37%;37%;22%;
OFCP306.COB ;1037;725;324;103; False;30;13;28;11;0;0;;9%;13%;9%;11%;;41;22;40%;21%;27%;10%;
OFCP307.COB ;954;602;254;86; False;26;11;24;9;0;0;;10%;13%;9%;10%;;33;20;38%;23%;25%;13%;
OFCP310.COB ;1365;946;279;112; False;37;24;37;22;0;0;;13%;21%;13%;20%;;30;22;27%;20%;6%;0%;
OFCP311.COB ;2614;1490;662;301; False;48;27;48;21;0;0;;7%;9%;7%;7%;;41;19;14%;6%;5%;-1%;
OFCP312.COB ;492;429;127;48; False;57;22;55;22;0;0;;45%;46%;43%;46%;;37;24;77%;50%;31%;4%;
OFCP313.COB ;1531;870;348;110; False;54;21;54;19;0;0;;16%;19%;16%;17%;;51;39;46%;35%;27%;18%;
OFCP314.COB ;2460;1349;513;210; False;44;23;42;21;0;0;;9%;11%;8%;10%;;80;62;38%;30%;27%;20%;
OFCP316.COB ;3076;1816;703;314; False;58;27;56;25;0;0;;8%;9%;8%;8%;;78;64;25%;20%;16%;12%;
OFCP317.COB ;1873;1105;320;159; False;64;31;64;29;0;0;;20%;19%;20%;18%;;34;30;21%;19%;2%;1%;
OFCP318.COB ;1354;882;301;114; False;34;14;32;12;0;0;;11%;12%;11%;11%;;64;48;56%;42%;44%;31%;
OFCP320.COB ;7142;4761;1829;866; False;103;48;103;46;0;0;;6%;6%;6%;5%;;51;47;6%;5%;0%;0%;
OFCP321.COB ;5518;3355;1414;722; False;55;26;55;24;0;0;;4%;4%;4%;3%;;75;58;10%;8%;6%;5%;
OFCP322.COB ;2003;1136;449;183; False;42;22;40;20;0;0;;9%;12%;9%;11%;;74;54;40%;30%;28%;19%;
OFCP323.COB ;3312;2125;942;473; False;59;30;57;28;0;0;;6%;6%;6%;6%;;42;40;9%;8%;3%;2%;
OFCP324.COB ;1198;731;251;115; False;69;34;69;31;0;0;;27%;30%;27%;27%;;44;31;38%;27%;8%;0%;
OFCP325.COB ;3815;1979;868;410; False;44;22;44;20;0;0;;5%;5%;5%;5%;;73;60;18%;15%;13%;10%;
OFCP326.COB ;2712;1896;1001;508; False;47;25;47;17;0;0;;5%;5%;5%;3%;;37;29;7%;6%;2%;3%;
OFCP327.COB ;1286;834;316;96; False;68;24;66;24;0;0;;22%;25%;21%;25%;;49;41;51%;43%;26%;18%;
OFCP330.COB ;8608;5168;2284;1042; False;91;34;91;32;0;0;;4%;3%;4%;3%;;37;33;4%;3%;1%;0%;
OFCP331.COB ;2549;1497;684;305; False;48;27;48;21;0;0;;7%;9%;7%;7%;;41;19;13%;6%;4%;-1%;
OFCP332.COB ;727;547;152;57; True;102;48;102;48;0;0;;67%;84%;67%;84%;;48;48;84%;84%;0%;0%;
OFCP333.COB ;735;556;167;65; False;83;41;83;39;0;0;;50%;63%;50%;60%;;52;50;80%;77%;17%;17%;
OFCP334.COB ;463;418;128;51; False;20;8;20;6;0;0;;16%;16%;16%;12%;;41;27;80%;53%;64%;41%;
OFCP338.COB ;1074;861;297;124; True;65;32;65;32;0;0;;22%;26%;22%;26%;;32;32;26%;26%;0%;0%;
OFCP365.COB ;685;542;168;51; False;30;11;28;9;0;0;;18%;22%;17%;18%;;42;30;82%;59%;60%;41%;
OFCP367.COB ;726;507;151;46; False;28;10;26;8;0;0;;19%;22%;17%;17%;;37;25;80%;54%;58%;37%;
OFCP369.COB ;1401;489;147;48; False;26;10;24;8;0;0;;18%;21%;16%;17%;;39;25;81%;52%;60%;35%;
OFCP393.COB ;1620;1183;427;191; False;37;15;37;13;0;0;;9%;8%;9%;7%;;47;30;25%;16%;17%;9%;
OFCP394.COB ;945;729;253;105; False;28;11;28;9;0;0;;11%;10%;11%;9%;;58;42;55%;40%;45%;31%;
OFCP400.COB ;5912;3381;1385;719; False;36;16;36;14;0;0;;3%;2%;3%;2%;;41;35;6%;5%;4%;3%;
OFCP401.COB ;6546;2751;1206;541; False;41;18;39;16;0;0;;3%;3%;3%;3%;;41;35;8%;6%;5%;3%;
OFCP403.COB ;7973;4724;2177;1046; False;79;42;79;40;0;0;;4%;4%;4%;4%;;45;41;4%;4%;0%;0%;
